"PHEC_result_ID","PHEC_topics_ID","topics"
"1141","1","Hospital care"
"1142","1","Illnesses and conditions"
"1143","1","Primary care services"
"1144","1","Mental health"
"1145","1","Workforce"
"1146","1","Primary care services"
"1147","1","Social care"
"1148","1","Illnesses and conditions"
"1149","1","Illnesses and conditions"
"1150","1","Social care"
"1151","1","Social care"
"1152","1","Workforce"
"1153","1","Hospital care"
"1154","1","Mental health"
"1155","1","Mental health"
"1156","1","Public health"
"1157","1","Primary care services"
"1158","1","Hospital care"
"1159","1","Primary care services"
"1160","1","Primary care services"
"1161","1","Hospital care"
"1162","1","Public health"
"1163","1","Patient experience"
"1164","1","Patient experience"
"1165","1","Mental health"
"1166","1","Primary care services"
"1167","1","Illnesses and conditions"
"1168","1","Illnesses and conditions"
"1169","1","Hospital care"
"1170","1","Illnesses and conditions"
"1171","1","Workforce"
"1172","1","Mental health"
"1173","1",""
"1174","1","Hospital care"
"1175","1","Public health"
"1176","1","Primary care services"
"1177","1","Patient experience"
"1178","1","Primary care services"
"1179","1","Primary care services"
"1180","1","Primary care services"
"1181","1","Patient experience"
"1182","1","Illnesses and conditions"
"1183","1","Illnesses and conditions"
"1184","1","Mental health"
"1185","1","Illnesses and conditions"
"1186","1","Illnesses and conditions"
"1187","1","Data quality"
"1188","1","Hospital care"
"1189","1","Mental health"
"1190","1","Prescribing"
"1191","1","Hospital care"
"1192","1","Hospital care"
"1193","1","Workforce"
"1194","1","Patient experience"
"1195","1","Mental health"
"1196","1","Social care"
"1197","1","Illnesses and conditions"
"1198","1","Illnesses and conditions"
"1199","1","Workforce"
"1200","1","Primary care services"
"1201","1","Social care"
"1202","1","Patient experience"
"1203","1","Patient experience"
"1204","1","Public health"
"1205","1","Primary care services"
"1206","1","Primary care services"
"1207","1","Primary care services"
"1208","1","Mental health"
"1209","1","Workforce"
"1210","1","Illnesses and conditions"
"1211","1","Illnesses and conditions"
"1212","1","Mental health"
"1213","1","Primary care services"
"1214","1","Hospital care"
"1215","1","Hospital care"
"1216","1","Hospital care"
"1217","1","Illnesses and conditions"
"1218","1","Illnesses and conditions"
"1219","1","Workforce"
"1220","1","Primary care services"
"1221","1","Mental health"
"1222","1","Prescribing"
"1223","1","Mental health"
"1224","1","Patient experience"
"1225","1","Patient experience"
"1226","1","Patient experience"
"1227","1","Workforce"
"1228","1","Public health"
"1229","1","Hospital care"
"1230","1","Hospital care"
"1231","1","Hospital care"
"1232","1","Primary care services"
"1233","1","Primary care services"
"1234","1","Illnesses and conditions"
"1235","1","Illnesses and conditions"
"1236","1","Public health"
"1237","1","Public health"
"1238","1","Illnesses and conditions"
"1239","1","Illnesses and conditions"
"1240","1","Illnesses and conditions"
"1241","1","Illnesses and conditions"
"1242","1","Illnesses and conditions"
"1243","1","Primary care services"
"1244","1","Illnesses and conditions"
"1245","1","Mental health"
"1246","1","Public health"
"1247","1","Hospital care"
"1248","1","Mental health"
"1249","1","Hospital care"
"1250","1","Illnesses and conditions"
"1251","1","Illnesses and conditions"
"1252","1","Social care"
"1253","1","Social care"
"1254","1","Workforce"
"1255","1","Social care"
"1256","1","Social care"
"1257","1","Workforce"
"1258","1","Mental health"
"1259","1","Prescribing"
"1260","1","Patient experience"
"1261","1","Hospital care"
"1262","1","Hospital care"
"1263","1","Primary care services"
"1264","1","Primary care services"
"1265","1","Primary care services"
"1266","1","Illnesses and conditions"
"1267","1","Illnesses and conditions"
"1268","1","Illnesses and conditions"
"1269","1","Illnesses and conditions"
"1270","1","Illnesses and conditions"
"1271","1","Illnesses and conditions"
"1272","1","Illnesses and conditions"
"1273","1","Illnesses and conditions"
"1274","1","Patient experience"
"1275","1","Hospital care"
"1276","1","Mental health"
"1277","1","Hospital care"
"1278","1","Public health"
"1279","1","Primary care services"
"1280","1","Public health"
"1281","1","Hospital care"
"1282","1","Prescribing"
"1283","1","Mental health"
"1284","1","Hospital care"
"1285","1","Hospital care"
"1286","1","Illnesses and conditions"
"1287","1","Primary care services"
"1288","1","Mental health"
"1289","1","Social care"
"1290","1","Illnesses and conditions"
"1291","1","Illnesses and conditions"
"1292","1","Public health"
"1293","1","Primary care services"
"1294","1","Social care"
"1295","1","Illnesses and conditions"
"1296","1","Workforce"
"1297","1","Workforce"
"1298","1","Workforce"
"1299","1","Social care"
"1300","1","Social care"
"1301","1","Hospital care"
"1302","1","Illnesses and conditions"
"1303","1","Illnesses and conditions"
"1304","1","Patient experience"
"1305","1","Patient experience"
"1306","1","Hospital care"
"1307","1","Primary care services"
"1308","1","Mental health"
"1309","1","Illnesses and conditions"
"1310","1","Illnesses and conditions"
"1311","1","Primary care services"
"1312","1","Illnesses and conditions"
"1313","1","Mental health"
"1314","1","Illnesses and conditions"
"1315","1","Primary care services"
"1316","1","Primary care services"
"1317","1","Primary care services"
"1318","1","Public health"
"1319","1","Hospital care"
"1320","1","Workforce"
"1321","1","Prescribing"
"1322","1","Patient experience"
"1323","1","Patient experience"
"1324","1","Workforce"
"1325","1","Workforce"
"1326","1","Hospital care"
"1327","1","Primary care services"
"1328","1","Hospital care"
"1329","1","Mental health"
"1330","1","Workforce"
"1331","1","Hospital care"
"1332","1","Social care"
"1333","1","Illnesses and conditions"
"1334","1","Illnesses and conditions"
"1335","1","Mental health"
"1336","1","Mental health"
"1337","1","Primary care services"
"1338","1","Hospital care"
"1339","1","Workforce"
"1340","1","Public health"
"1341","1","Hospital care"
"1342","1","Hospital care"
"1343","1","Illnesses and conditions"
"1344","1","Workforce"
"1345","1","Workforce"
"1346","1","Patient experience"
"1347","1","Patient experience"
"1348","1","Hospital care"
"1349","1","Illnesses and conditions"
"1350","1","Primary care services"
"1351","1","Public health"
"1352","1","Illnesses and conditions"
"1353","1","Prescribing"
"1354","1","Public health"
"1355","1","Illnesses and conditions"
"1356","1","Hospital care"
"1357","1","Illnesses and conditions"
"1358","1","Mental health"
"1359","1","Mental health"
"1360","1","Workforce"
"1361","1","Workforce"
"1362","1","Workforce"
"1363","1","Primary care services"
"1364","1","Workforce"
"1365","1","Workforce"
"1366","1","Patient experience"
"1367","1","Patient experience"
"1368","1","Illnesses and conditions"
"1369","1","Hospital care"
"1370","1","Workforce"
"1371","1","Workforce"
"1372","1","Workforce"
"1373","1","Workforce"
"1374","1","Primary care services"
"1375","1","Hospital care"
"1376","1","Hospital care"
"1377","1","Prescribing"
"1378","1","Hospital care"
"1379","1","Illnesses and conditions"
"1380","1","Illnesses and conditions"
"1381","1","Public health"
"1382","1","Prescribing"
"1383","1","Primary care services"
"1384","1","Mental health"
"1385","1","Workforce"
"1386","1","Patient experience"
"1387","1","Patient experience"
"1388","1","Hospital care"
"1389","1","Workforce"
"1390","1","Workforce"
"1391","1","Illnesses and conditions"
"1392","1","Mental health"
"1393","1","Hospital care"
"1394","1","Hospital care"
"1395","1","Illnesses and conditions"
"1396","1","Mental health"
"1397","1","Hospital care"
"1398","1","Primary care services"
"1399","1","Patient experience"
"1400","1","Illnesses and conditions"
"1401","1","Illnesses and conditions"
"1402","1","Workforce"
"1403","1","Hospital care"
"1404","1","Mental health"
"1405","1","Mental health"
"1406","1","Primary care services"
"1407","1","Workforce"
"1408","1","Workforce"
"1409","1","Hospital care"
"1410","1","Patient experience"
"1411","1","Patient experience"
"1412","1","Primary care services"
"1413","1","Public health"
"1414","1","Prescribing"
"1415","1","Hospital care"
"1416","1","Hospital care"
"1417","1","Illnesses and conditions"
"1418","1","Illnesses and conditions"
"1419","1","Illnesses and conditions"
"1420","1","Illnesses and conditions"
"1421","1","Public health"
"1422","1","Prescribing"
"1423","1","Hospital care"
"1424","1","Primary care services"
"1425","1","Workforce"
"1426","1","Illnesses and conditions"
"1427","1","Mental health"
"1428","1","Hospital care"
"1429","1","Patient experience"
"1430","1","Patient experience"
"1431","1","Hospital care"
"1432","1","Workforce"
"1433","1","Mental health"
"1434","1","Workforce"
"1435","1","Hospital care"
"1436","1","Primary care services"
"1437","1","Illnesses and conditions"
"1438","1","Social care"
"1439","1","Hospital care"
"1440","1","Social care"
"1441","1","Social care"
"1442","1","Primary care services"
"1443","1","Illnesses and conditions"
"1444","1","Illnesses and conditions"
"1445","1","Mental health"
"1446","1","Primary care services"
"1447","1","Illnesses and conditions"
"1448","1","Primary care services"
"1449","1","Workforce"
"1450","1","Primary care services"
"1451","1","Workforce"
"1452","1","Workforce"
"1453","1","Hospital care"
"1454","1","Hospital care"
"1455","1","Patient experience"
"1456","1","Patient experience"
"1457","1","Public health"
"1458","1","Patient experience"
"1459","1","Hospital care"
"1460","1","Public health"
"1461","1","Mental health"
"1462","1","Mental health"
"1463","1","Primary care services"
"1464","1","Hospital care"
"1465","1","Workforce"
"1466","1","Illnesses and conditions"
"1467","1","Illnesses and conditions"
"1468","1","Workforce"
"1469","1","Workforce"
"1470","1",""
"1471","1","Hospital care"
"1472","1","Patient experience"
"1473","1","Patient experience"
"1474","1","Hospital care"
"1475","1","Hospital care"
"1476","1","Primary care services"
"1477","1","Mental health"
"1478","1","Mental health"
"1479","1","Patient experience"
"1480","1","Primary care services"
"1481","1","Illnesses and conditions"
"1482","1","Hospital care"
"1483","1","Illnesses and conditions"
"1484","1","Prescribing"
"1485","1","Illnesses and conditions"
"1486","1","Patient experience"
"1487","1","Patient experience"
"1488","1","Public health"
"1489","1","Illnesses and conditions"
"1490","1","Illnesses and conditions"
"1491","1","Illnesses and conditions"
"1492","1","Primary care services"
"1493","1","Illnesses and conditions"
"1494","1","Workforce"
"1495","1","Hospital care"
"1496","1","Workforce"
"1497","1","Illnesses and conditions"
"1498","1","Primary care services"
"1499","1","Social care"
"1500","1","Primary care services"
"1501","1","Workforce"
"1502","1","Primary care services"
"1503","1","Primary care services"
"1504","1","Patient experience"
"1505","1","Patient experience"
"1506","1","Public health"
"1507","1","Workforce"
"1508","1","Illnesses and conditions"
"1509","1","Illnesses and conditions"
"1510","1","Illnesses and conditions"
"1511","1","Illnesses and conditions"
"1512","1","Illnesses and conditions"
"1513","1","Illnesses and conditions"
"1514","1","Illnesses and conditions"
"1515","1","Illnesses and conditions"
"1516","1","Hospital care"
"1517","1","Public health"
"1518","1","Hospital care"
"1519","1","Prescribing"
"1520","1","Mental health"
"1521","1","Mental health"
"1522","1","Primary care services"
"1523","1","Primary care services"
"1524","1","Hospital care"
"1525","1","Illnesses and conditions"
"1526","1","Illnesses and conditions"
"1527","1","Public health"
"1528","1","Illnesses and conditions"
"1529","1","Illnesses and conditions"
"1530","1","Illnesses and conditions"
"1531","1","Workforce"
"1532","1","Primary care services"
"1533","1","Social care"
"1534","1","Mental health"
"1535","1","Workforce"
"1536","1","Workforce"
"1537","1","Primary care services"
"1538","1","Hospital care"
"1539","1","Public health"
"1540","1","Patient experience"
"1541","1","Patient experience"
"1542","1","Mental health"
"1543","1","Public health"
"1544","1","Public health"
"1545","1","Primary care services"
"1546","1","Data quality"
"1547","1","Primary care services"
"1548","1","Workforce"
"1549","1","Workforce"
"1550","1","Mental health"
"1551","1","Patient experience"
"1552","1","Illnesses and conditions"
"1553","1","Illnesses and conditions"
"1554","1","Illnesses and conditions"
"1555","1","Public health"
"1556","1","Prescribing"
"1557","1","Primary care services"
"1558","1","Workforce"
"1559","1","Hospital care"
"1560","1","Primary care services"
"1561","1","Mental health"
"1562","1","Patient experience"
"1563","1","Patient experience"
"1564","1","Public health"
"1565","1","Mental health"
"1566","1","Primary care services"
"1567","1","Public health"
"1568","1","Mental health"
"1569","1","Hospital care"
"1570","1","Public health"
"1571","1","Illnesses and conditions"
"1572","1","Illnesses and conditions"
"1573","1","Illnesses and conditions"
"1574","1","Primary care services"
"1575","1","Hospital care"
"1576","1","Hospital care"
"1577","1","Prescribing"
"1578","1","Public health"
"1579","1","Public health"
"1580","1","Illnesses and conditions"
"1581","1","Hospital care"
"1582","1","Social care"
"1583","1","Illnesses and conditions"
"1584","1","Illnesses and conditions"
"1585","1","Hospital care"
"1586","1","Social care"
"1587","1","Hospital care"
"1588","1","Social care"
"1589","1","Social care"
"1590","1","Workforce"
"1591","1","Workforce"
"1592","1","Primary care services"
"1593","1","Workforce"
"1594","1","Primary care services"
"1595","1","Public health"
"1596","1","Hospital care"
"1597","1","Primary care services"
"1598","1","Mental health"
"1599","1","Patient experience"
"1600","1","Patient experience"
"1601","1","Hospital care"
"1602","1","Hospital care"
"1603","1","Primary care services"
"1604","1","Illnesses and conditions"
"1605","1","Illnesses and conditions"
"1606","1","Public health"
"1607","1","Primary care services"
"1608","1","Primary care services"
"1609","1","Workforce"
"1610","1","Workforce"
"1611","1","Workforce"
"1612","1","Prescribing"
"1613","1","Mental health"
"1614","1","Mental health"
"1615","1","Illnesses and conditions"
"1616","1","Illnesses and conditions"
"1617","1","Illnesses and conditions"
"1618","1","Illnesses and conditions"
"1619","1","Illnesses and conditions"
"1620","1","Illnesses and conditions"
"1621","1","Hospital care"
"1622","1","Patient experience"
"1623","1","Patient experience"
"1624","1","Hospital care"
"1625","1","Patient experience"
"1626","1","Illnesses and conditions"
"1627","1","Illnesses and conditions"
"1628","1","Hospital care"
"1629","1","Hospital care"
"1630","1","Hospital care"
"1631","1","Hospital care"
"1632","1","Mental health"
"1633","1","Primary care services"
"1634","1","Mental health"
"1635","1","Hospital care"
"1636","1","Public health"
"1637","1","Illnesses and conditions"
"1638","1","Public health"
"1639","1","Hospital care"
"1640","1","Illnesses and conditions"
"1641","1","Illnesses and conditions"
"1642","1","Social care"
"1643","1","Hospital care"
"1644","1","Primary care services"
"1645","1","Hospital care"
"1646","1","Workforce"
"1647","1","Primary care services"
"1648","1","Workforce"
"1649","1","Primary care services"
"1650","1","Illnesses and conditions"
"1651","1","Workforce"
"1652","1","Hospital care"
"1653","1","Workforce"
"1654","1","Mental health"
"1655","1","Workforce"
"1656","1","Workforce"
"1657","1","Mental health"
"1658","1","Public health"
"1659","1","Workforce"
"1660","1","Workforce"
"1661","1","Workforce"
"1662","1","Hospital care"
"1663","1","Hospital care"
"1664","1","Public health"
"1665","1","Public health"
"1666","1","Patient experience"
"1667","1","Patient experience"
"1668","1","Primary care services"
"1669","1","Hospital care"
"1670","1","Primary care services"
"1671","1","Primary care services"
"1672","1","Hospital care"
"1673","1","Illnesses and conditions"
"1674","1","Illnesses and conditions"
"1675","1","Primary care services"
"1676","1","Primary care services"
"1677","1","Mental health"
"1678","1","Workforce"
"1679","1","Mental health"
"1680","1","Hospital care"
"1681","1","Primary care services"
"1682","1","Workforce"
"1683","1","Illnesses and conditions"
"1684","1","Hospital care"
"1685","1","Patient experience"
"1686","1","Patient experience"
"1687","1","Hospital care"
"1688","1","Public health"
"1689","1","Illnesses and conditions"
"1690","1","Workforce"
"1691","1","Prescribing"
"1692","1","Illnesses and conditions"
"1693","1","Illnesses and conditions"
"1694","1","Primary care services"
"1695","1","Mental health"
"1696","1","Hospital care"
"1697","1","Public health"
"1698","1","Hospital care"
"1699","1","Prescribing"
"1700","1","Primary care services"
"1701","1","Patient experience"
"1702","1","Hospital care"
"1703","1","Workforce"
"1704","1","Mental health"
"1705","1","Primary care services"
"1706","1","Workforce"
"1707","1","Social care"
"1708","1","Hospital care"
"1709","1","Patient experience"
"1710","1","Patient experience"
"1711","1","Hospital care"
"1712","1","Illnesses and conditions"
"1713","1","Hospital care"
"1714","1","Illnesses and conditions"
"1715","1","Primary care services"
"1716","1","Public health"
"1717","1","Mental health"
"1718","1","Patient experience"
"1719","1","Hospital care"
"1720","1","Illnesses and conditions"
"1721","1","Illnesses and conditions"
"1722","1","Hospital care"
"1723","1","Workforce"
"1724","1","Illnesses and conditions"
"1725","1","Public health"
"1726","1","Workforce"
"1727","1","Mental health"
"1728","1","Primary care services"
"1729","1","Hospital care"
"1730","1","Prescribing"
"1731","1","Hospital care"
"1732","1","Illnesses and conditions"
"1733","1","Workforce"
"1734","1","Primary care services"
"1735","1","Hospital care"
"1736","1","Patient experience"
"1737","1","Patient experience"
"1738","1","Illnesses and conditions"
"1739","1","Illnesses and conditions"
"1740","1","Primary care services"
"1741","1","Prescribing"
"1742","1","Workforce"
"1743","1","Public health"
"1744","1","Hospital care"
"1745","1","Hospital care"
"1746","1","Illnesses and conditions"
"1747","1","Illnesses and conditions"
"1748","1","Workforce"
"1749","1","Primary care services"
"1750","1","Workforce"
"1751","1","Public health"
"1752","1","Patient experience"
"1753","1","Primary care services"
"1754","1","Illnesses and conditions"
"1755","1","Mental health"
"1756","1","Illnesses and conditions"
"1757","1","Illnesses and conditions"
"1758","1","Primary care services"
"1759","1","Patient experience"
"1760","1","Patient experience"
"1761","1","Hospital care"
"1762","1","Hospital care"
"1763","1","Hospital care"
"1764","1","Workforce"
"1765","1","Hospital care"
"1766","1","Illnesses and conditions"
"1767","1","Illnesses and conditions"
"1768","1","Hospital care"
"1769","1","Workforce"
"1770","1","Illnesses and conditions"
"1771","1","Patient experience"
"1772","1","Primary care services"
"1773","1","Patient experience"
"1774","1","Patient experience"
"1775","1","Public health"
"1776","1","Illnesses and conditions"
"1777","1","Mental health"
"1778","1","Hospital care"
"1779","1","Hospital care"
"1780","1","Workforce"
"1781","1","Primary care services"
"1782","1","Primary care services"
"1783","1","Primary care services"
"1784","1","Hospital care"
"1785","1","Public health"
"1786","1","Primary care services"
"1787","1","Illnesses and conditions"
"1788","1","Hospital care"
"1789","1","Illnesses and conditions"
"1790","1","Public health"
"1791","1","Illnesses and conditions"
"1792","1","Patient experience"
"1793","1","Workforce"
"1794","1",""
"1795","1","Hospital care"
"1796","1","Workforce"
"1797","1","Patient experience"
"1798","1","Workforce"
"1799","1","Illnesses and conditions"
"1800","1","Illnesses and conditions"
"1801","1","Workforce"
"1802","1","Hospital care"
"1803","1","Primary care services"
"1804","1","Hospital care"
"1805","1","Patient experience"
"1806","1","Patient experience"
"1807","1","Prescribing"
"1808","1","Illnesses and conditions"
"1809","1","Illnesses and conditions"
"1810","1","Primary care services"
"1811","1","Illnesses and conditions"
"1812","1","Illnesses and conditions"
"1813","1","Illnesses and conditions"
"1814","1","Mental health"
"1815","1","Hospital care"
"1816","1","Primary care services"
"1817","1","Workforce"
"1818","1","Workforce"
"1819","1","Workforce"
"1820","1","Hospital care"
"1821","1","Hospital care"
"1822","1","Primary care services"
"1823","1","Workforce"
"1824","1","Workforce"
"1825","1","Primary care services"
"1826","1","Public health"
"1827","1","Social care"
"1828","1","Hospital care"
"1829","1","Social care"
"1830","1","Illnesses and conditions"
"1831","1","Primary care services"
"1832","1","Primary care services"
"1833","1","Public health"
"1834","1","Mental health"
"1835","1","Illnesses and conditions"
"1836","1","Prescribing"
"1837","1","Illnesses and conditions"
"1838","1","Illnesses and conditions"
"1839","1","Workforce"
"1840","1","Public health"
"1841","1","Hospital care"
"1842","1","Hospital care"
"1843","1","Hospital care"
"1844","1","Illnesses and conditions"
"1845","1","Primary care services"
"1846","1","Patient experience"
"1847","1","Patient experience"
"1848","1","Public health"
"1849","1","Hospital care"
"1850","1","Hospital care"
"1851","1","Social care"
"1852","1","Illnesses and conditions"
"1853","1","Workforce"
"1854","1","Social care"
"1855","1","Social care"
"1856","1","Primary care services"
"1857","1","Workforce"
"1858","1","Patient experience"
"1859","1","Patient experience"
"1860","1","Primary care services"
"1861","1","Mental health"
"1862","1","Public health"
"1863","1","Primary care services"
"1864","1","Illnesses and conditions"
"1865","1","Primary care services"
"1866","1","Mental health"
"1867","1","Mental health"
"1868","1","Primary care services"
"1869","1","Patient experience"
"1870","1","Patient experience"
"1871","1","Patient experience"
"1872","1","Hospital care"
"1873","1","Hospital care"
"1874","1","Hospital care"
"1875","1","Hospital care"
"1876","1","Illnesses and conditions"
"1877","1","Illnesses and conditions"
"1878","1","Social care"
"1879","1","Primary care services"
"1880","1","Public health"
"1881","1","Hospital care"
"1882","1","Primary care services"
"1883","1","Prescribing"
"1884","1","Prescribing"
"1885","1","Workforce"
"1886","1","Workforce"
"1887","1","Workforce"
"1888","1","Mental health"
"1889","1","Primary care services"
"1890","1","Primary care services"
"1891","1","Hospital care"
"1892","1","Illnesses and conditions"
"1893","1","Patient experience"
"1894","1","Patient experience"
"1895","1","Illnesses and conditions"
"1896","1","Illnesses and conditions"
"1897","1","Primary care services"
"1898","1","Public health"
"1899","1","Illnesses and conditions"
"1900","1","Illnesses and conditions"
"1901","1","Illnesses and conditions"
"1902","1","Public health"
"1903","1","Public health"
"1904","1","Primary care services"
"1905","1","Hospital care"
"1906","1","Hospital care"
"1907","1","Hospital care"
"1908","1","Social care"
"1909","1","Primary care services"
"1910","1","Primary care services"
"1911","1","Hospital care"
"1912","1","Public health"
"1913","1","Hospital care"
"1914","1","Illnesses and conditions"
"1915","1","Illnesses and conditions"
"1916","1","Workforce"
"1917","1","Primary care services"
"1918","1","Prescribing"
"1919","1","Hospital care"
"1920","1","Public health"
"1921","1","Mental health"
"1922","1","Illnesses and conditions"
"1923","1","Primary care services"
"1924","1","Public health"
"1925","1","Illnesses and conditions"
"1926","1","Illnesses and conditions"
"1927","1","Illnesses and conditions"
"1928","1","Illnesses and conditions"
"1929","1","Illnesses and conditions"
"1930","1","Illnesses and conditions"
"1931","1","Primary care services"
"1932","1","Illnesses and conditions"
"1933","1","Workforce"
"1934","1","Illnesses and conditions"
"1935","1","Workforce"
"1936","1","Illnesses and conditions"
"1937","1","Illnesses and conditions"
"1938","1","Illnesses and conditions"
"1939","1","Mental health"
"1940","1","Hospital care"
"1941","1","Public health"
"1942","1","Illnesses and conditions"
"1943","1","Patient experience"
"1944","1","Patient experience"
"1945","1","Hospital care"
"1946","1","Illnesses and conditions"
"1947","1","Primary care services"
"1948","1","Hospital care"
"1949","1","Hospital care"
"1950","1","Workforce"
"1951","1","Hospital care"
"1952","1","Primary care services"
"1953","1","Patient experience"
"1954","1","Illnesses and conditions"
"1955","1","Illnesses and conditions"
"1956","1","Workforce"
"1957","1","Primary care services"
"1958","1","Primary care services"
"1959","1","Hospital care"
"1960","1","Mental health"
"1961","1","Illnesses and conditions"
"1962","1","Illnesses and conditions"
"1963","1","Patient experience"
"1964","1","Patient experience"
"1965","1","Hospital care"
"1966","1","Illnesses and conditions"
"1967","1","Primary care services"
"1968","1","Workforce"
"1969","1","Hospital care"
"1970","1","Public health"
"1971","1","Hospital care"
"1972","1","Hospital care"
"1973","1","Hospital care"
"1974","1","Illnesses and conditions"
"1975","1","Hospital care"
"1976","1","Hospital care"
"1977","1","Workforce"
"1978","1","Illnesses and conditions"
"1979","1","Illnesses and conditions"
"1980","1","Patient experience"
"1981","1","Social care"
"1982","1","Primary care services"
"1983","1","Workforce"
"1984","1","Workforce"
"1985","1","Public health"
"1986","1","Primary care services"
"1987","1","Illnesses and conditions"
"1988","1","Mental health"
"1989","1","Illnesses and conditions"
"1990","1","Illnesses and conditions"
"1991","1","Illnesses and conditions"
"1992","1","Hospital care"
"1993","1","Patient experience"
"1994","1","Patient experience"
"1995","1","Hospital care"
"1996","1","Illnesses and conditions"
"1997","1","Workforce"
"1998","1","Primary care services"
"1999","1","Public health"
"2000","1","Hospital care"
"2001","1","Primary care services"
"2002","1","Public health"
"2003","1","Prescribing"
"2004","1","Workforce"
"2005","1","Prescribing"
"2006","1","Hospital care"
"2007","1","Illnesses and conditions"
"2008","1","Prescribing"
"2009","1","Primary care services"
"2010","1","Public health"
"2011","1","Illnesses and conditions"
"2012","1","Illnesses and conditions"
"2013","1","Hospital care"
"2014","1","Primary care services"
"2015","1","Illnesses and conditions"
"2016","1","Illnesses and conditions"
"2017","1","Illnesses and conditions"
"2018","1","Patient experience"
"2019","1","Patient experience"
"2020","1","Hospital care"
"2021","1","Hospital care"
"2022","1","Hospital care"
"2023","1","Workforce"
"2024","1","Patient experience"
"2025","1","Workforce"
"2026","1","Mental health"
"2027","1","Workforce"
"2028","1","Illnesses and conditions"
"2029","1","Public health"
"2030","1","Illnesses and conditions"
"2031","1","Public health"
"2032","1","Hospital care"
"2033","1","Workforce"
"2034","1","Illnesses and conditions"
"2035","1","Illnesses and conditions"
"2036","1","Primary care services"
"2037","1","Illnesses and conditions"
"2038","1","Workforce"
"2039","1","Workforce"
"2040","1","Primary care services"
"2041","1","Illnesses and conditions"
"2042","1","Mental health"
"2043","1","Primary care services"
"2044","1","Public health"
"2045","1","Hospital care"
"2046","1","Hospital care"
"2047","1","Primary care services"
"2048","1","Primary care services"
"2049","1","Public health"
"2050","1","Patient experience"
"2051","1","Patient experience"
"2052","1","Patient experience"
"2053","1","Hospital care"
"2054","1","Workforce"
"2055","1","Illnesses and conditions"
"2056","1","Primary care services"
"2057","1","Prescribing"
"2058","1","Workforce"
"2059","1","Primary care services"
"2060","1","Hospital care"
"2061","1","Illnesses and conditions"
"2062","1","Illnesses and conditions"
"2063","1","Illnesses and conditions"
"2064","1","Illnesses and conditions"
"2065","1","Patient experience"
"2066","1","Patient experience"
"2067","1","Public health"
"2068","1","Mental health"
"2069","1","Hospital care"
"2070","1","Hospital care"
"2071","1","Primary care services"
"2072","1","Illnesses and conditions"
"2073","1","Primary care services"
"2074","1","Public health"
"2075","1","Public health"
"2076","1","Hospital care"
"2077","1","Primary care services"
"2078","1","Primary care services"
"2079","1","Primary care services"
"2080","1","Hospital care"
"2081","1","Public health"
"2082","1","Patient experience"
"2083","1","Patient experience"
"2084","1","Patient experience"
"2085","1","Illnesses and conditions"
"2086","1","Workforce"
"2087","1","Illnesses and conditions"
"2088","1","Primary care services"
"2089","1","Patient experience"
"2090","1","Mental health"
"2091","1","Illnesses and conditions"
"2092","1","Hospital care"
"2093","1","Illnesses and conditions"
"2094","1","Workforce"
"2095","1","Workforce"
"2096","1","Illnesses and conditions"
"2097","1","Primary care services"
"2098","1","Public health"
"2099","1","Hospital care"
"2100","1","Hospital care"
"2101","1","Public health"
"2102","1","Hospital care"
"2103","1","Workforce"
"2104","1","Prescribing"
"2105","1","Illnesses and conditions"
"2106","1","Illnesses and conditions"
"2107","1","Primary care services"
"2108","1","Primary care services"
"2109","1","Hospital care"
"2110","1",""
"2111","1","Primary care services"
"2112","1",""
"2113","1","Public health"
"2114","1","Hospital care"
"2115","1","Public health"
"2116","1","Primary care services"
"2117","1","Illnesses and conditions"
"2118","1","Patient experience"
"2119","1","Patient experience"
"2120","1","Mental health"
"2121","1","Public health"
"2122","1","Hospital care"
"2123","1","Illnesses and conditions"
"2124","1","Workforce"
"2125","1","Hospital care"
"2126","1","Primary care services"
"2127","1","Public health"
"2128","1","Illnesses and conditions"
"2129","1","Primary care services"
"2130","1","Primary care services"
"2131","1","Primary care services"
"2132","1","Primary care services"
"2133","1","Primary care services"
"2134","1","Patient experience"
"2135","1","Primary care services"
"2136","1","Hospital care"
"2137","1","Workforce"
"2138","1","Primary care services"
"2139","1","Hospital care"
"2140","1","Hospital care"
"2141","1","Patient experience"
"2142","1","Patient experience"
"2143","1","Workforce"
"2144","1","Illnesses and conditions"
"2145","1","Primary care services"
"2146","1","Illnesses and conditions"
"2147","1","Prescribing"
"2148","1","Mental health"
"2149","1","Workforce"
"2150","1","Illnesses and conditions"
"2151","1","Illnesses and conditions"
"2152","1","Public health"
"2153","1","Hospital care"
"2154","1","Public health"
"2155","1","Patient experience"
"2156","1","Patient experience"
"2157","1","Public health"
"2158","1","Workforce"
"2159","1","Illnesses and conditions"
"2160","1","Primary care services"
"2161","1","Illnesses and conditions"
"2162","1","Primary care services"
"2163","1","Mental health"
"2164","1","Social care"
"2165","1","Primary care services"
"2166","1","Public health"
"2167","1","Hospital care"
"2168","1","Illnesses and conditions"
"2169","1","Primary care services"
"2170","1","Illnesses and conditions"
"2171","1","Primary care services"
"2172","1","Illnesses and conditions"
"2173","1","Workforce"
"2174","1","Workforce"
"2175","1","Workforce"
"2176","1","Workforce"
"2177","1","Public health"
"2178","1","Illnesses and conditions"
"2179","1","Hospital care"
"2180","1","Hospital care"
"2181","1","Social care"
