2,"""Estimates of resident population: number, by age group, annual 1993, MFP </SPAN>""</DIV>","""To facilitate planning of health services at local level and provide denominators for epidemiological analyses.""","""Estimates of resident population: number, by age group, annual 1993, MFP""","""001""","""P00001""",NULL,"""Jan-12""","""Mid-year estimates of resident population for the respective calendar years, based on the 2001 Census by age and sex. The estimated resident population of an area includes all people who usually live there, whatever their nationality. Members of UK and non-UK armed forces stationed in the UK are included and UK forces stationed outside the UK are excluded. Students are taken to be resident at their term time address."""
451,"""Incidence of meningococcal meningitis: directly standardised rate, all ages, annual, P </SPAN>""</DIV>","""To reduce the incidence of meningococcal meningitis.""","""Incidence of meningococcal meningitis: directly standardised rate, all ages, annual, P""",NULL,"""P00450""","""TBC""","""May-16""","""Notifications of meningococcal meningitis."""
452,"""Incidence of meningococcal meningitis: number, all ages, annual, P </SPAN>""</DIV>","""To reduce the incidence of meningococcal meningitis.""","""Incidence of meningococcal meningitis: number, all ages, annual, P""",NULL,"""P00451""","""TBC""","""May-16""","""Notifications of meningococcal meningitis."""
453,"""Incidence of whooping cough: crude rate, &lt;1 year, 4-year average, P </SPAN>""</DIV>","""To help reduce the incidence of whooping cough.""","""Incidence of whooping cough: crude rate, &lt;1 year, 4-year average, P""",NULL,"""P00452""","""TBC""","""May-16""","""Notifications of whooping cough."""
454,"""Incidence of whooping cough: directly standardised rate, &lt;15 years, 4-year average, P </SPAN>""</DIV>","""To help reduce the incidence of whooping cough.""","""Incidence of whooping cough: directly standardised rate, &lt;15 years, 4-year average, P""",NULL,"""P00453""","""TBC""","""May-16""","""Notifications of whooping cough."""
455,"""Incidence of whooping cough: number, all ages, annual, P </SPAN>""</DIV>","""To help reduce the incidence of whooping cough.""","""Incidence of whooping cough: number, all ages, annual, P""",NULL,"""P00454""","""TBC""","""May-16""","""Notifications of whooping cough."""
456,"""Low birthweight births: percent, annual, P </SPAN>""</DIV>","""To help reduce the incidence of low birthweight births.""","""Low birthweight births: percent, annual, P""",NULL,"""P00455""","""Feb-2017""","""Feb-2016""","""Live and stillborn infants with low birthweights as a percent of all live and stillborn infants with a stated birthweight. &nbsp;<BR><BR><BR><BR>Please note that the methodology for confidence intervals used in this indicator is currently under review."""
457,"""Years of life lost due to mortality from epilepsy: crude rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from epilepsy: crude rate, 1-74 years, 3-year average, MFP""",NULL,"""P00456""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from epilepsy (ICD-10 G40-G41)."""
458,"""Years of life lost due to mortality from epilepsy: directly standardised rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from epilepsy: directly standardised rate, 1-74 years, 3-year average, MFP""",NULL,"""P00457""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from epilepsy (ICD-10 G40-G41)."""
459,"""Years of life lost due to mortality from infectious and parasitic disease: crude rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from infectious and parasitic disease: crude rate, 1-74 years, 3-year average, MFP""",NULL,"""P00458""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from infectious and parasitic disease (ICD-10 A00-B99)."""
460,"""Years of life lost due to mortality from infectious and parasitic disease: directly standardised rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from infectious and parasitic disease: directly standardised rate, 1-74 years, 3-year average, MFP""",NULL,"""P00459""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from infectious and parasitic disease (ICD-10 A00-B99)."""
461,"""Years of life lost due to mortality from tuberculosis: crude rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from tuberculosis: crude rate, 1-74 years, 3-year average, MFP""",NULL,"""P00460""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from tuberculosis (ICD-10 A15-A19)."""
462,"""Years of life lost due to mortality from tuberculosis: directly standardised rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from tuberculosis: directly standardised rate, 1-74 years, 3-year average, MFP""",NULL,"""P00461""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from tuberculosis (ICD-10 A15-A19)."""
463,"""Years of life lost due to mortality from suicide: crude rate, 15-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from suicide: crude rate, 15-74 years, 3-year average, MFP""",NULL,"""P00462""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from suicide (ICD-10 X60-X84)."""
464,"""Years of life lost due to mortality from suicide: directly standardised rate, 15-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from suicide: directly standardised rate, 15-74 years, 3-year average, MFP""",NULL,"""P00463""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from suicide (ICD-10 X60-X84)."""
465,"""Hospital procedures: orchidopexy: indirectly standardised percent, 5-14 years, annual trend, M </SPAN>""</DIV>","""The purpose of the indicators is to help monitor the frequency and timeliness of surgery for undescended testes (orchidopexy) in boys under 15. Undescended testes are associated with potential complications in later life such as infertility and malignancy. Timely correction (such as surgery before the age of 5) acts as a proxy for both timely detection through early childhood screening, and potential prevention of later complications.""","""Hospital procedures: orchidopexy: indirectly standardised percent, 5-14 years, annual trend, M""",NULL,"""P00464""","""TBC""","""Sep-13""","""Orchidopexies on boys aged 5-14 years as a percentage of all orchidopexies on boys under 15 years of age."""
466,"""Hospital procedures: orchidopexy: indirectly standardised rate, &lt;5 years, annual trend, M </SPAN>""</DIV>","""The purpose of the indicators is to help monitor the frequency and timeliness of surgery for undescended testes (orchidopexy) in boys under 15. Undescended testes are associated with potential complications in later life such as infertility and malignancy. Timely correction (such as surgery before the age of 5) acts as a proxy for both timely detection through early childhood screening, and potential prevention of later complications.""","""Hospital procedures: orchidopexy: indirectly standardised rate, &lt;5 years, annual trend, M""",NULL,"""P00465""","""TBC""","""Sep-13""","""Admission to hospital of boys where an orchidopexy is undertaken."""
467,"""Hospital procedures: orchidopexy: indirectly standardised rate, 5-14 years, annual trend, M </SPAN>""</DIV>","""The purpose of the indicators is to help monitor the frequency and timeliness of surgery for undescended testes (orchidopexy) in boys under 15. Undescended testes are associated with potential complications in later life such as infertility and malignancy. Timely correction (such as surgery before the age of 5) acts as a proxy for both timely detection through early childhood screening, and potential prevention of later complications.""","""Hospital procedures: orchidopexy: indirectly standardised rate, 5-14 years, annual trend, M""",NULL,"""P00466""","""TBC""","""Sep-13""","""Admission to hospital of boys where an orchidopexy is undertaken."""
468,"""Stillbirths: crude rate, annual, P </SPAN>""</DIV>","""To help reduce the incidence of stillbirths.""","""Stillbirths: crude rate, annual, P""",NULL,"""P00467""","""Feb-2017""","""Feb-2016""","""Stillbirths, defined as fetal deaths occurring after 24 weeks’ gestation or more. <BR><BR><BR><BR>Please note that the methodology for confidence intervals used in this indicator is currently under review."""
469,"""Stillbirths: crude rate, 3-year average, P </SPAN>""</DIV>","""To help reduce the incidence of stillbirths.""","""Stillbirths: crude rate, 3-year average, P""",NULL,"""P00468""","""Feb-2017""","""Feb-2016""","""Stillbirths, defined as fetal deaths occurring after 24 weeks’ gestation or more. <BR><BR><BR><BR>Please note that the methodology for confidence intervals used in this indicator is currently under review."""
470,"""Stillbirths: number, by maternal age group, annual, F </SPAN>""</DIV>","""To help reduce the incidence of stillbirths.""","""Stillbirths: number, by maternal age group, annual, F""",NULL,"""P00469""","""Feb-2017""","""Feb-2016""","""Stillbirths, defined as fetal deaths occurring after 24 weeks’ gestation or more."""
471,"""Incidence of tuberculosis: directly standardised rate, all ages, annual, P </SPAN>""</DIV>","""To reduce the incidence of tuberculosis.""","""Incidence of tuberculosis: directly standardised rate, all ages, annual, P""",NULL,"""P00470""","""TBC""","""May-16""","""Notifications of tuberculosis."""
472,"""Incidence of tuberculosis: number, all ages, annual, P </SPAN>""</DIV>","""To reduce the incidence of tuberculosis.""","""Incidence of tuberculosis: number, all ages, annual, P""",NULL,"""P00471""","""TBC""","""May-16""","""Notifications of tuberculosis."""
473,"""Years of life lost due to mortality from suicide and injury undetermined: crude rate, 15-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from suicide and injury undetermined: crude rate, 15-74 years, 3-year average, MFP""",NULL,"""P00472""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from suicide and injury undetermined (ICD-10 X60-X84, Y10-Y34)."""
474,"""Years of life lost due to mortality from suicide and injury undetermined: directly standardised rate, 15-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from suicide and injury undetermined: directly standardised rate, 15-74 years, 3-year average, MFP""",NULL,"""P00473""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from suicide and injury undetermined (ICD-10 X60-X84, Y10-Y34)."""
475,"""Years of life lost due to mortality from gastric, duodenal and peptic ulcers: crude rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from gastric, duodenal and peptic ulcers: crude rate, 1-74 years, 3-year average, MFP""",NULL,"""P00474""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from gastric, duodenal and peptic ulcers (ICD-10 K25-K27)."""
476,"""Years of life lost due to mortality from gastric, duodenal and peptic ulcers: directly standardised rate, 1-74 years, 3-year average, MFP </SPAN>""</DIV>","""Years of life lost (YLL) is a measure of premature mortality. Its primary purpose is to compare the relative importance of different causes of premature death within a particular population and it can therefore be used by health planners to define priorities for the prevention of such deaths. It can also be used to compare the premature mortality experience of different populations for a particular cause of death. The concept of years of life lost is to estimate the length of time a person would have lived had they not died prematurely. By inherently including the age at which the death occurs, rather than just the fact of its occurrence, the calculation is an attempt to better quantify the burden, or impact, on society from the specified cause of mortality.""","""Years of life lost due to mortality from gastric, duodenal and peptic ulcers: directly standardised rate, 1-74 years, 3-year average, MFP""",NULL,"""P00475""","""Dec-2016""","""Dec-2015""","""Years of life lost due to mortality from gastric, duodenal and peptic ulcers (ICD-10 K25-K27)."""
477,"""Mortality from infectious and parasitic disease: crude death rate, by age group, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: crude death rate, by age group, 3-year average, MFP""",NULL,"""P00476""","""Dec-2016""","""Jan-2016""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
478,"""Mortality from infectious and parasitic disease: directly standardised rate, all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: directly standardised rate, all ages, 3-year average, MFP""",NULL,"""P00477""","""Dec-2016""","""Dec-2015""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
479,"""Mortality from infectious and parasitic disease: directly standardised rate, &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: directly standardised rate, &lt;75 years, 3-year average, MFP""",NULL,"""P00478""","""Dec-2016""","""Dec-2015""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
480,"""Mortality from infectious and parasitic disease: directly standardised rate, all ages, annual trend, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: directly standardised rate, all ages, annual trend, MFP""",NULL,"""P00479""","""Dec-2016""","""Dec-2015""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
481,"""Mortality from infectious and parasitic disease: number, by age group, annual, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: number, by age group, annual, MFP""",NULL,"""P00480""","""Dec-2016""","""Dec-2015""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
482,"""Mortality from infectious and parasitic disease: indirectly standardised ratio (SMR), all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: indirectly standardised ratio (SMR), all ages, 3-year average, MFP""",NULL,"""P00481""","""Dec-2016""","""Dec-2015""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
483,"""Mortality from infectious and parasitic disease: indirectly standardised ratio (SMR), &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: indirectly standardised ratio (SMR), &lt;75 years, 3-year average, MFP""",NULL,"""P00482""","""Dec-2016""","""Dec-2015""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
484,"""Mortality from infectious and parasitic disease: indirectly standardised ratio (SMR), all ages, annual trend, MFP </SPAN>""</DIV>","""To reduce deaths from infectious and parasitic disease.""","""Mortality from infectious and parasitic disease: indirectly standardised ratio (SMR), all ages, annual trend, MFP""",NULL,"""P00483""","""Dec-2016""","""Dec-2015""","""Mortality from infectious and parasitic disease (ICD-10 A00-B99 equivalent to ICD-9 001-139)."""
485,"""Mortality from tuberculosis: crude death rate, by age group, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: crude death rate, by age group, 3-year average, MFP""",NULL,"""P00484""","""Dec-2016""","""Jan-2016""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
486,"""Mortality from tuberculosis: directly standardised rate, all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: directly standardised rate, all ages, 3-year average, MFP""",NULL,"""P00485""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
487,"""Mortality from tuberculosis: directly standardised rate, &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: directly standardised rate, &lt;75 years, 3-year average, MFP""",NULL,"""P00486""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
488,"""Mortality from tuberculosis: directly standardised rate, 5-64 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: directly standardised rate, 5-64 years, 3-year average, MFP""",NULL,"""P00487""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
489,"""Mortality from tuberculosis: directly standardised rate, all ages, annual trend, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: directly standardised rate, all ages, annual trend, MFP""",NULL,"""P00488""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
490,"""Mortality from tuberculosis: number, by age group, annual, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: number, by age group, annual, MFP""",NULL,"""P00489""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
491,"""Mortality from tuberculosis: indirectly standardised ratio (SMR), all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: indirectly standardised ratio (SMR), all ages, 3-year average, MFP""",NULL,"""P00490""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
492,"""Mortality from tuberculosis: indirectly standardised ratio (SMR), &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: indirectly standardised ratio (SMR), &lt;75 years, 3-year average, MFP""",NULL,"""P00491""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
493,"""Mortality from tuberculosis: indirectly standardised ratio (SMR), 5-64 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: indirectly standardised ratio (SMR), 5-64 years, 3-year average, MFP""",NULL,"""P00492""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
494,"""Mortality from tuberculosis: indirectly standardised ratio (SMR), all ages, annual trend, MFP </SPAN>""</DIV>","""To reduce deaths from tuberculosis.""","""Mortality from tuberculosis: indirectly standardised ratio (SMR), all ages, annual trend, MFP""",NULL,"""P00493""","""Dec-2016""","""Dec-2015""","""Mortality from tuberculosis (ICD-10 A15-A19 equivalent to ICD-9 010-018)."""
495,"""Mortality from leukaemia: crude death rate, by age group, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: crude death rate, by age group, 3-year average, MFP""",NULL,"""P00494""","""Dec-2016""","""Jan-2016""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
496,"""Mortality from leukaemia: directly standardised rate, all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: directly standardised rate, all ages, 3-year average, MFP""",NULL,"""P00495""","""Dec-2016""","""Dec-2015""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
497,"""Mortality from leukaemia: directly standardised rate, &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: directly standardised rate, &lt;75 years, 3-year average, MFP""",NULL,"""P00496""","""Dec-2016""","""Dec-2015""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
498,"""Mortality from leukaemia: directly standardised rate, all ages, annual trend, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: directly standardised rate, all ages, annual trend, MFP""",NULL,"""P00497""","""Dec-2016""","""Dec-2015""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
499,"""Mortality from leukaemia: number, by age group, annual, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: number, by age group, annual, MFP""",NULL,"""P00498""","""Dec-2016""","""Dec-2015""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
500,"""Mortality from leukaemia: indirectly standardised ratio (SMR), all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: indirectly standardised ratio (SMR), all ages, 3-year average, MFP""",NULL,"""P00499""","""Dec-2016""","""Dec-2015""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
501,"""Mortality from leukaemia: indirectly standardised ratio (SMR), &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: indirectly standardised ratio (SMR), &lt;75 years, 3-year average, MFP""",NULL,"""P00500""","""Dec-2016""","""Dec-2015""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
502,"""Mortality from leukaemia: indirectly standardised ratio (SMR), all ages, annual trend, MFP </SPAN>""</DIV>","""To reduce deaths from leukaemia.""","""Mortality from leukaemia: indirectly standardised ratio (SMR), all ages, annual trend, MFP""",NULL,"""P00501""","""Dec-2016""","""Dec-2015""","""Mortality from leukaemia (ICD-10 C91-C95 equivalent to ICD-9 204-208)."""
503,"""Incidence of lung cancer: directly standardised rate, all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce the incidence of lung cancer.""","""Incidence of lung cancer: directly standardised rate, all ages, 3-year average, MFP""",NULL,"""P00502""","""N/A""","""Links checked September 16""","""As of September 2016, please refer to the data tables published as part of the Office for National Statistics (ONS) Cancer Registration Statistics annual bulletin and the Public Health England (PHE) Cancer Data Dashboard. &nbsp;<BR><BR>The Cancer Data Dashboard, published by PHE, provides data at England level as well as for Clinical Commissioning Groups. Further lower level breakdowns, including Local Authority level data, are also available for users who have signed-up and have log-in details via an N3 connection. For further information, or to access lower level breakdowns, please contact PHE. &nbsp;<BR><BR>These resources can be accessed via the links in the ‘Downloads’ section below."""
504,"""Incidence of lung cancer: directly standardised rate, &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce the incidence of lung cancer.""","""Incidence of lung cancer: directly standardised rate, &lt;75 years, 3-year average, MFP""",NULL,"""P00503""","""N/A""","""Links checked September 16""","""As of September 2016, please refer to the data tables published as part of the Office for National Statistics (ONS) Cancer Registration Statistics annual bulletin and the Public Health England (PHE) Cancer Data Dashboard. &nbsp;<BR><BR>The Cancer Data Dashboard, published by PHE, provides data at England level as well as for Clinical Commissioning Groups. Further lower level breakdowns, including Local Authority level data, are also available for users who have signed-up and have log-in details via an N3 connection. For further information, or to access lower level breakdowns, please contact PHE. &nbsp;<BR><BR>These resources can be accessed via the links in the ‘Downloads’ section below."""
505,"""Incidence of lung cancer: directly standardised rate, all ages, annual trend, MFP </SPAN>""</DIV>","""To reduce the incidence of lung cancer.""","""Incidence of lung cancer: directly standardised rate, all ages, annual trend, MFP""",NULL,"""P00504""","""N/A""","""Links checked September 16""","""As of September 2016, please refer to the data tables published as part of the Office for National Statistics (ONS) Cancer Registration Statistics annual bulletin and the Public Health England (PHE) Cancer Data Dashboard. &nbsp;<BR><BR>The Cancer Data Dashboard, published by PHE, provides data at England level as well as for Clinical Commissioning Groups. Further lower level breakdowns, including Local Authority level data, are also available for users who have signed-up and have log-in details via an N3 connection. For further information, or to access lower level breakdowns, please contact PHE. &nbsp;<BR><BR>These resources can be accessed via the links in the ‘Downloads’ section below."""
506,"""Incidence of lung cancer: indirectly standardised ratio, all ages, 3-year average, MFP </SPAN>""</DIV>","""To reduce the incidence of lung cancer.""","""Incidence of lung cancer: indirectly standardised ratio, all ages, 3-year average, MFP""",NULL,"""P00505""","""N/A""","""Links checked September 16""","""As of September 2016, please refer to the data tables published as part of the Office for National Statistics (ONS) Cancer Registration Statistics annual bulletin and the Public Health England (PHE) Cancer Data Dashboard. &nbsp;<BR><BR>The Cancer Data Dashboard, published by PHE, provides data at England level as well as for Clinical Commissioning Groups. Further lower level breakdowns, including Local Authority level data, are also available for users who have signed-up and have log-in details via an N3 connection. For further information, or to access lower level breakdowns, please contact PHE. &nbsp;<BR><BR>These resources can be accessed via the links in the ‘Downloads’ section below."""
507,"""Incidence of lung cancer: indirectly standardised ratio, &lt;75 years, 3-year average, MFP </SPAN>""</DIV>","""To reduce the incidence of lung cancer.""","""Incidence of lung cancer: indirectly standardised ratio, &lt;75 years, 3-year average, MFP""",NULL,"""P00506""","""N/A""","""Links checked September 16""","""As of September 2016, please refer to the data tables published as part of the Office for National Statistics (ONS) Cancer Registration Statistics annual bulletin and the Public Health England (PHE) Cancer Data Dashboard. &nbsp;<BR><BR>The Cancer Data Dashboard, published by PHE, provides data at England level as well as for Clinical Commissioning Groups. Further lower level breakdowns, including Local Authority level data, are also available for users who have signed-up and have log-in details via an N3 connection. For further information, or to access lower level breakdowns, please contact PHE. &nbsp;<BR><BR>These resources can be accessed via the links in the ‘Downloads’ section below."""
