"PHEC_result_ID","PHEC_key_facts_ID","key_facts"
"1412","1","<span lang=EN-GB><p><strong>Using and interpreting the data</strong></p><p></p><ul><li>Practice prescribing data requires careful interpretation, and the information should not be looked at in isolation. </li></ul></span>"
"1413","1","<p>The new report can be seen at:</p><p><a href='http://www.hscic.gov.uk/pubs/alcohol14'>http://www.hscic.gov.uk/pubs/alcohol14</a></p>"
"1415","1","<div><strong>Monthly HES data for Admitted Patient Care<br></strong></div><div>In the year from March 2013 to February 2014 there were:</div><ul><li>17.9 million finished consultant episodes (FCEs), 60.6 per cent (10.9 million) of which included at least one procedure or intervention, and 6.2 million of which were day cases.?15.3 million finished admission episodes (FAEs), of which 5.4 million were emergency admissions.</li></ul><div><strong>Monthly HES data for Outpatients</strong></div><strong><div><br></strong>In the year from March 2013 to February 2014 there were:</div><ul><li>100.1 million outpatient appointments made, with 80.6 million (80.5 per cent) of these attended by the patient. </li><li>7.0 million outpatient appointments not attended by the patient, representing 7.0 per cent of all appointments.</li></ul><p><strong>Monthly HES data for Accident &amp; Emergency</strong></p><p>In the year from March 2013 to February 2014 there were:</p><ul><li>18.3 million A&amp;E attendances recorded in A&amp;E HES of which 3.8 million (20.9 per cent) resulted in admission to hospital for admitted patient care. </li><li>3.6 million (19.5 per cent) resulted in a GP follow up, and 7.0 million (38.5 per cent) were discharged with no follow up.</li></ul><div><strong>Admitted Patient Data Completeness</strong></div><strong></strong><div><br>The variation between the most recent month?s data is more pronounced when considering clinical (procedures and diagnoses) coverage. </div><div>?</div><div>11.8 per cent more procedures and 14.0 per cent more diagnoses were coded in the HES data submitted to SUS (Month 12) - the extract used for this publication - compared to the HES data submitted to SUS by (Month 11) - the extract used for the previous publication. We accordingly recommend extra caution using clinical codes for the most recent months' data.</div>"
"1416","1","<ul><li>A&amp;E HES data contains 1.35 million A&amp;E attendances for February 2014 at all types of A&amp;E. However, A&amp;E HES data are incomplete; over 1.44 million A&amp;E attendances were reported in the NHS England Situation Report data collection for the month, and 72 organisations that report data to Situation Reports did not report data to A&amp;E HES; these organisations are mostly lower acuity services such as minor injury units and walk-in centres.</li><li>Several organisations reported data that did not meet the data quality checks required by A&amp;E indicators. The 95th percentile and longest single wait information are particularly sensitive to poor data quality, outliers and data definitional issues, which contributes to why some unusually high values may be observed for these measures.</li><li>Nationally,?2.3 per cent of attendances at A&amp;E departments were recorded as having left A&amp;E before being seen for treatment, and 7.3 per cent of attendances in A&amp;E in February 2014 were unplanned re-attendances within 7 days of a previous attendance.</li><li>The median average time to initial assessment for attendances brought to A&amp;E by ambulance was 4 minutes, with 95 per cent of patients being assessed within 88 minutes. For all patients receiving treatment, the median average time to treatment was 52 minutes with 95 per cent of patients receiving treatment within 3 hours 3 minutes.</li><li>The median average total time in A&amp;E for all patients was 2 hours 14 minutes, with 95 per cent of patients departing A&amp;E within 5 hours 34 minutes of arrival.</li></ul>"
"1417","1","<ul><li>Participation - 60 services registered to take part in the PEDS pilot and 42 of these received completed questionnaires. A total of 714 surveys were completed from the 42 participating services.</li><li>Each participating service that had sufficient completed PEDS surveys have a service level report published below.</li></ul>"
"1421","1","<p>England, 1 April 2013 to 31 March 2014:</p><ul><li>12.0 per cent of mothers were recorded as smokers at the time of delivery for 2013-14, which is lower than 2012-13 (12.7 per cent) and continues the steady year-on-year decline in the percentage of women smoking at the time of delivery from 15.1 per cent in 2006-07</li><li>The smoking prevalence varied amongst the Area teams from 5.1 per cent in London to 20.6 per cent in Durham, Darlington and Tees</li><li>The smoking prevalence varied amongst Clinical Commissioning Groups from 1.9 per cent in NHS Central London (Westminster) and NHS Richmond to 27.5 per cent in NHS Blackpool</li><li>82 (39 per cent) of the 211 Clinical Commissioning Groups (CCGs)? had estimates meeting the national ambition of 11 per cent or less women smoking at the time of delivery</li><li>Of the four Commissioning Regions, London had? 31 of its 32 CCGs; South of England had 26 of its 50 CCGs; Midlands and East of England had 16 of its 61 CCGs and the North of England 9 of its 68 CCGs meeting the national ambition by the end of March 2014</li></ul>"
"1423","1","<p align=left>There are approximately 1.69 million individuals who are recorded as being users of adult mental health services (within MHMDS) during April 2013 to February 2014.</p><p align=left>Of these, approximately 1.61 million MH service users are aged 18 or over? and can be linked to HES, of this subset in April 2013 to February 2014:</p><ul><li><div align=left>It is estimated that around 588,000 (or 37 per cent) had at least one inpatient episode of care</div></li><li><div align=left>It is estimated that around 1,087,000 (or 68 per cent) had at least one outpatient appointment</div></li><li><div align=left>It is estimated that around 671,000 (or 42 per cent) had at least one A&amp;E attendance</div></li><li><div align=left>It is estimated that around 1,268,000 (or 79 per cent) accessed at least one hospital service (inpatient episodes of care, outpatients appointment or A&amp;E attendance)</div></li></ul><p align=left>Comparing the frequency of access to hospital services (inpatient episodes of care, outpatient appointments or A&amp;E attendances) between MH service users and non-MH service users:</p><ul><li><div align=left>Mental Health service users who accessed hospital services during April 2013 to February 2014 did so more frequently, approximately 1.7 times as often, as the corresponding Non-MH service user population.</div></li></ul>"
"1424","1","<div>Data for the fourth quarter of 2013-14 are the fourth to be collected under the new NHS structural arrangements. Due to the technical challenges of migrating previously PCT-based systems and data to CCGs, much of the data collected for this quarter represent an estimate of actual activity. These data may be subject to revision in subsequent reports. In this publication, there has been one revision to quarter 3 data.? </div><div><br>As at the end of the fourth quarter of 2013-14:</div><ul><li>60.0 thousand patients were eligible for NHS Continuing Healthcare (NHS CHC). </li><li>This equates to 53.8 patients per 50 thousand weighted population.</li><li>The number of patients eligible at the end of the fourth quarter has shown a 2.9 per cent?increase compared with those eligible at the end of the third quarter.</li><li>23.5 thousand patients were newly eligible for NHS CHC in this quarter, equating to 21.0 patients per 50 thousand weighted population.</li><li>In this fourth quarter under the new NHS arrangements some of the data from CCGs will have been produced as estimates of activity, as local organisations are in the process of transitioning their systems to the new arrangements.</li></ul>"
"1425","1","<div><br>Provisional status</div><div>?</div><div>This is the latest publication of a monthly series of the Hospital and Community Health Services (HCHS) workforce statistics using data from the Electronic Staff Record (ESR). </div><div>?</div><div>The figures do not include data for GPs and practice staff. </div><div>Since December 2013, the quarterly NHS Staff Earnings and quarterly Sickness Absence reports were published on a monthly basis on the same day as the Monthly workforce publication. This is to enable the data in these publications to be available on a more frequent and timely basis.</div>"
"1426","1","<div>This release sees the publication of the following indicators for the first time:</div><ul><li>CCG 1.10 One-year survival from all cancers</li><li>CCG 1.11 One-year survival from breast, lung and colorectal cancer</li><li>CCG 1.13 Antenatal assessments &lt;13 weeks</li><li>CCG 1.15 Breast feeding prevalence at 6-8 weeks</li><li>CCG 2.10 Access to psychological therapies services by people from black and minority ethnic groups</li></ul><p>The following existing indicators have been updated with new data periods:<br></p><ul><li>CCG 1.8 Emergency admissions for alcohol related liver disease</li><li>CCG 1.14 Smoking status at time of delivery</li><li>CCG 2.6 Unplanned hospitalisation for chronic ambulatory care sensitive conditions</li><li>CCG 2.7 Unplanned hospitalisation for asthma, diabetes and epilepsy in under 19s</li><li>CCG 3.1 Emergency admissions for acute conditions that should not usually require hospital admission</li><li>CCG 3.4 Emergency admissions to hospital of children with lower respiratory tract infections (LRTIs)</li><li>CCG 5.3 Incidence of Healthcare Associated Infection (HCAI) ? Methicillin-resistant Staphylococcus aureus (MRSA</li><li>CCG 5.4 Incidence of Healthcare Associated Infection (HCAI) ? C. difficile.</li></ul><p>Data, along with indicator specifications providing details of indicator construction, data quality, statistical methods and interpretation considerations, can be accessed by visiting the Health and Social Care Information Centre (HSCIC) Indicator Portal: <a href='http://indicators.ic.nhs.uk/'>http://indicators.ic.nhs.uk</a></p>"
"1427","1","<div>This release of data shows that at the end of?March 2014:</div><ul><li>960,194 people were in contact with secondary mental health services and of these 23,246 were inpatients in a psychiatric hospital (2.4 per cent).</li><li>15,863 people were subject to the Mental Health Act 1983 and of these 11,399 were detained in hospital (71.9 per cent) and 4,298 were subject to a CTO (27.1 per cent).</li><li>59.4 per cent?of people aged 18-69, who were being treated under the Care Programme Approach, were recorded as being in settled accommodation, while 6.8% were recorded as being employed.</li></ul><p align=left>During March 2014:</p><ul><li><div align=left>61,070 new spells of care began.</div></li><li><div align=left>There were 9,706 new admissions to hospital.</div></li><li><div align=left>Of those who were discharged from hospital during the month, 76.9 per cent?received a follow up within 7 days from the same provider. This is an important suicide prevention measure.</div></li></ul><p>Between April 2013 and the end of March 2014:</p><ul><li>1,746,698 people have had contact with adult secondary mental health services and of these 105,270 (6.0 per cent) had spent at least one night as an inpatient in a psychiatric hospital.</li><li>43 people who spent at least one night as an inpatient in a psychiatric hospital were under 16 at the end of March 2014.</li><li>357,732 (20.5 per cent) people spent time on CPA.</li><li>There were 121,499 admissions to psychiatric hospital and 116,988 discharges.</li></ul><p>Further analysis of annual data for 2014-15 will be published in the Mental Health Bulletin in November 2014.?</p>"
"1428","1","<ul><li>A&amp;E HES data contains 1.61 million A&amp;E attendances for March 2014 at all types of A&amp;E.? However, A&amp;E HES data are incomplete; over 1.72 million A&amp;E attendances were reported in the NHS England Situation Report data collection for the month, and 73 organisations that report data to Situation Reports did not report data to A&amp;E HES; these organisations are mostly lower acuity services such as minor injury units and walk-in centres.</li><li>Several organisations reported data that did not meet the data quality checks required by A&amp;E indicators.? The 95th percentile and longest single wait information are particularly sensitive to poor data quality, outliers and data definitional issues, which contributes to why some unusually high values may be observed for these measures.</li><li>Nationally, 2.5 per cent of attendances at A&amp;E departments were recorded as having left A&amp;E before being seen for treatment, and 7.4 per cent of attendances in A&amp;E in March 2014 were unplanned re-attendances within 7 days of a previous attendance.</li><li>The median average time to initial assessment for attendances brought to A&amp;E by ambulance was 4 minutes, with 95 per cent of patients being assessed within 72 minutes.? For all patients receiving treatment, the median average time to treatment was 56 minutes with 95 per cent of patients receiving treatment within 3 hours.</li><li>The median average total time in A&amp;E for all patients was 2 hours 16 minutes, with 95 per cent of patients departing A&amp;E within 5 hours 1 minute of arrival.</li></ul>"
"1429","1","<p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>For the coverage period 1 April 2012 to 31 March 2013.</span></p><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><b><span style='font-size:10pt;font-family:'Arial','sans-serif';color:black'><img alt='Chart 1' src='http://www.hscic.gov.uk/media/14255/proms-pub14312-chart-1/image/Chart1213.jpg'></span></b></p><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><span style='color:black'><strong>Participation and Coverage</strong></span></p><ul><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>There were 241,433 PROMs-eligible procedures carried out in hospitals<sup>1</sup> and 181,544 pre-operative questionnaires returned so far, a headline participation rate of 75.2 per cent (74.7 per cent for 2011-12). </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>For the 181,544 pre-operative questionnaires returned, 173,675 post-operative questionnaires were sent out<sup>2</sup>, of which 127,489 have been returned so far - a return rate of 73.4 per cent<sup>3</sup> (79.6 per cent for 2011-12). </span></div></li></ul><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><span style='color:black'><strong>Unadjusted Scores</strong></span></p><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Comparing pre- and post-operative 'EQ-5D Index' scores (a combination of five key criteria concerning patients' self-reported general health), an increase in general health was recorded for:</span></p><ul type=disc><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>49.4 per cent of groin hernia respondents (49.9 per cent for 2011-12) </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>87.9 per cent of hip replacement respondents (87.3 per cent for 2011-12) </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>79.7 per cent of knee replacement respondents (78.4 per cent for 2011-12) </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal;tab-stops:list 36.0pt'><span>52.7 per cent of varicose vein respondents (53.2 per cent for 2011-12) </span></li></ul><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Comparing pre- and post-operative 'EQ-VAS' values (the current state of the patient's self-reported general health), an increase in general health was recorded for:</span></p><ul type=disc><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>37.4 per cent of groin hernia respondents (38.9 per cent for 2011-12) </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>64.2 per cent of hip replacement respondents (63.6 per cent for 2011-12) </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>54.6 per cent of knee replacement respondents (53.8 per cent for 2011-12) </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal;tab-stops:list 36.0pt'><span>41.2 per cent of varicose vein respondents (42.0 per cent for 2011-12) </span></li></ul><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Comparing pre- and post-operative responses to condition-specific questions, improvements in patients' conditions were recorded for:</span></p><ul type=disc><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>[There is no condition-specific scoring for groin hernia patients.] </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>95.8 per cent of hip replacement respondents (95.7 per cent for 2011-12) ['Oxford Hip Score'] </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>92.3 per cent of knee replacement respondents (91.6 per cent for 2011-12) ['Oxford Knee Score'] </span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal;tab-stops:list 36.0pt'><span>83.0 per cent of varicose vein respondents (83.1 per cent for 2011-12) ['Aberdeen Varicose Vein Questionnaire']</span></li></ul><div class=MsoNormal style='vertical-align:top;text-align:center;margin:0cm 0cm 0pt;line-height:normal' align=center><span style='font-size:10pt;font-family:'Arial','sans-serif';color:black'><hr style='color:#003399' align=center size=2 width='100%' noshade></span></div><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><span style='color:black'><strong>Footnotes</strong></span></p><ol><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>An 'eligible procedure' is counted for each episode in HES in the period in question which has been clinically coded with relevant hip, knee, varicose vein or groin hernia OPCS procedure codes which make it suitable for inclusion in PROMs. Some patients may have undergone more than one PROMs procedure in a single eligible episode, hence there will be more procedures than episodes: this is the case for 48 of the 241,433 procedures.</span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Not every pre-operative questionnaire will have a post-operative questionnaire sent out, for various reasons including the cancellation of an operation or the death of the patient.</span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>This will be an underestimate of the true rate due to the time delay in returning post-operative questionnaires.</span></li></ol>"
"1430","1","<p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>For the coverage period 1 April 2013 to 28 February 2014.</span></p><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><b><span style='font-size:10pt;font-family:'Arial','sans-serif';color:black'><img alt='Chart 1' src='http://www.hscic.gov.uk/media/14256/proms-pub14314-chart-1/image/Chart1314.jpg'></span></b></p><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><span style='color:black'><strong>Participation and Coverage</strong></span></p><ul><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>There were 228,812 PROMs-eligible procedures carried out in hospitals<sup>1</sup> and 170,273 pre-operative questionnaires returned so far, a headline participation rate of 74.4 per cent (74.7 per cent for 2011-12). </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>For the 170,273 pre-operative questionnaires returned, 114,980 post-operative questionnaires were sent out<sup>2</sup>, of which 66,774 have been returned so far - a return rate of 58.1 per cent<sup>3</sup> (79.6 per cent for 2011-12). </span></div></li></ul><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><span style='color:black'><strong>Unadjusted Scores</strong></span></p><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Comparing pre- and post-operative 'EQ-5D Index' scores (a combination of five key criteria concerning patients' self-reported general health), an increase in general health was recorded for:</span></p><ul><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>50.2 per cent of groin hernia respondents (49.9 per cent for 2011-12) </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>87.8 per cent of hip replacement respondents (87.3 per cent for 2011-12) </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>80.6 per cent of knee replacement respondents (78.4 per cent for 2011-12) </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>51.6 per cent of varicose vein respondents (53.2 per cent for 2011-12) </span></div></li></ul><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Comparing pre- and post-operative 'EQ-VAS' values (the current state of the patient's self-reported general health), an increase in general health was recorded for:</span></p><ul><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>37.2 per cent of groin hernia respondents (38.9 per cent for 2011-12) </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>64.2 per cent of hip replacement respondents (63.6 per cent for 2011-12) </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>54.3 per cent of knee replacement respondents (53.8 per cent for 2011-12) </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>39.1 per cent of varicose vein respondents (42.0 per cent for 2011-12) </span></div></li></ul><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Comparing pre- and post-operative responses to condition-specific questions, improvements in patients' conditions were recorded for:</span></p><ul><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span>[There is no condition-specific scoring for groin hernia patients.] </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>96.1 per cent of hip replacement respondents (95.7 per cent for 2011-12) ['Oxford Hip Score'] </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>93.2 per cent of knee replacement respondents (91.6 per cent for 2011-12) ['Oxford Knee Score'] </span></div></li><li><div class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 6pt;line-height:normal;tab-stops:list 36.0pt'><span></span><span>83.5 per cent of varicose vein respondents (83.1 per cent for 2011-12) ['Aberdeen Varicose Vein Questionnaire']</span></div></li></ul><div class=MsoNormal style='vertical-align:top;text-align:center;margin:0cm 0cm 0pt;line-height:normal' align=center><span style='font-size:10pt;font-family:'Arial','sans-serif';color:black'><hr style='color:#003399' align=center size=2 width='100%' noshade></span></div><p class=MsoNormal style='vertical-align:top;margin:0cm 0cm 6pt;line-height:normal'><span style='color:black'><strong>Footnotes</strong></span></p><ol><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>An 'eligible procedure' is counted for each episode in HES in the period in question which has been clinically coded with relevant hip, knee, varicose vein or groin hernia OPCS procedure codes which make it suitable for inclusion into PROMs. Note that some patients may have undergone more than one PROMs procedure in a single eligible episode, hence there will be more procedures than episodes: this is the case for 47 of the 228,812 procedures.</span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>Not every pre-operative questionnaire will have a post-operative questionnaire sent out, for various reasons reasons including the cancellation of an operation or the death of the patient.</span></li><li class=MsoNormal style='vertical-align:top;color:black;margin:0cm 0cm 10pt;line-height:normal'><span style='color:black'>This will be an underestimate of the true rate due to the time delay in returning post-operative questionnaires.</span></li></ol>"
"1431","1","<div><strong>Monthly HES data for Admitted Patient Care<br></strong></div><div>?</div><div>In the year from April 2013 to March 2014 there were:</div><ul><li>17.9 million finished consultant episodes (FCEs), 60.7 per cent (10.9 million) of which included at least one procedure or intervention, and 6.2 million of which were day cases. </li><li>15.3 million finished admission episodes (FAEs), of which 5.4 million were emergency admissions.</li></ul><div><strong>Monthly HES data for Outpatients</strong><br></div><div>?</div><div>In the year from April 2013 to March 2014 there were:</div><ul><li>100.5 million outpatient appointments made, with 81.1 million (80.7 per cent) of these attended by the patient. </li><li>7.0 million outpatient appointments not attended by the patient, representing 6.9 per cent of all appointments.</li></ul><div><strong>Monthly HES data for Accident &amp; Emergency</strong></div><div><br>In the year from April 2013 to March 2014 there were:</div><ul><li>18.4 million A&amp;E attendances recorded in A&amp;E HES of which 3.8 million (20.9 per cent) resulted in admission to hospital for admitted patient care. </li><li>3.6 million (19.6 per cent) resulted in a GP follow up, and 7.0 million (38.2 per cent) were discharged with no follow up.</li></ul><div><strong>Admitted Patient Data Completeness</strong></div><ul><li>The variation between the most recent month's data is more pronounced when considering clinical (procedures and diagnoses) coverage.</li><li>6.8 per cent more procedures and 8.3 per cent more diagnoses were coded in the HES data submitted to SUS (Month 13) - the extract used for this publication - compared to the HES data submitted to SUS by (Month 12) - the extract used for the previous publication. We accordingly recommend extra caution using clinical codes for the most recent months' data.</li></ul>"
"1432","1","<ul><li>This is the seventh publication of a quarterly series using the new methodology for NHS Staff Earnings data in England for Hospital and Community Health Service (HCHS) staff (excluding primary care staff). </li><li>Full time series of provisional and experimental statistics based on the new methodology. </li><li>Graphing tool allowing users to interpret pay distributions by staff group and SHA (graphing tool is available on the website in Excel 2010 format, Excel 2003 versions are available on request.) </li><li>Tables 2a-2d (Timeseries of Earnings measures by Staff Group) of this Publication are now published on a monthly basis in the months where no quarterly NHS Staff Earnings Publication is produced. This is to enable the data to be available on a more frequent and timely basis. These publications will be done on the same day as the Monthly workforce publication.</li><li>Table 5 is a new table which presents mean annual data by staff group within each Health Education England (HEE) region.</li></ul>"
"1434","1","<p>Tables 2-5 (Monthly Sickness Absence Rates by HEE, Staff Group, Organisation Type and Organisation) from the quarterly Sickness Absence reports are published on a monthly basis on the same day as the Monthly workforce publication. This is to enable the data in these publications to be available on a more frequent and timely basis.</p>"
"1436","1","<div><span lang=EN-GB><p>Using and interpreting the data</p><p></p><p>Practice prescribing data requires careful interpretation, and the information should not be looked at in isolation. </p></span></div>"
"1437","1","<ul><li>The population aged over 65 is increasing.</li><li>Based on data from 2010 to 2012, remaining life expectancy at 65 is 18 years for men and 21 years for women.</li><li>In 2011 there were 274,000 newly diagnosed cancers, 63 per cent of which were diagnosed in people aged 65 or over.</li><li>There is wide variation in rates of access to hospital services across the different age groups. </li><li>People aged 65 or over make up one in six (17 per cent in 2012) of the population and this group uses more than one sixth of some health and social care resources.</li><li>The proportion of deaths attributable to different causes varies between older and younger people.</li></ul>"
"1438","1","<ul><li>29 per cent of respondents reported their quality of life was either so good, it could not be better, or very good (up one percentage point from 2012-13). 32 per cent reported it was good (up one percentage point from 2012-13) and 30 per cent reported it was alright ? the same as in the previous year. However, six per cent reported their quality of life was bad (unchanged from 2012-13), and the remaining three per cent reported their quality of their life was very bad or so bad, it could not be worse (unchanged from 2012-13).</li><li>The average score for the social care-related quality of life was 19.0 (compared to 18.8 in 2012-13 and 18.7 in 2011-12) out of a maximum possible score of 24. This is a composite measure calculated using a combination of questions which cover eight different outcome domains relating to quality of life.</li><li>65 per cent of service users who responded said they were either extremely or very satisfied with the care and support services they receive (up from 64 per cent in 2012-13) and 26 per cent said they were quite satisfied (unchanged from 2012-13). However, six per cent said they were neither satisfied nor dissatisfied (unchanged from 2012-13), and the remaining three per cent said they were dissatisfied, down one percentage point from 2012-13.</li><li>32 per cent reported they have as much control as they want over their daily life (unchanged from 2012-13) and 45 per cent reported they have adequate control (up one percentage point from 2012-13). 19 per cent reported they have some control but not enough (unchanged from 2012-13), and five per cent reported they have no control (up one percentage point from 2012-13).</li><li>44 per cent of respondents said they had as much social contact as they wanted with people they liked (up one percentage point from 2012-13) while 34 per cent had adequate social contact ? unchanged from the previous year. However, 16 per cent had some social contact but did not feel it was enough (down one percentage point from 2012-13), and six per cent had little social contact and felt socially isolated, which is unchanged from 2012-13.</li><li>73,815 out of a sample of 197,055 recipients of care and social care services responded to the survey, which is a response rate of 37 per cent. Whilst this is down by two percentage points from 2012-13, both the number of respondents and sample size are greater than in 2012-13 (68,770 and 177,915 respectively).</li></ul>"
"1439","1","<p align=left>There are approximately 1.75 million individuals who are recorded as being users of adult mental health services (within MHMDS) during April 2013 to March 2014.</p><ul><li><div align=left>Of these, approximately 1.66 million MH service users are aged 18 or over? and can be linked to HES, of this subset in April 2013 to March 2014:</div></li><ul><li><div align=left>it is estimated that around 641,000 (or 39 per cent) had at least one inpatient episode of care</div></li><li><div align=left>it is estimated that around 1,142,000 (or 69 per cent) had at least one outpatient appointment</div></li><li><div align=left>it is estimated that around 727,000 (or 44 per cent) had at least one A&amp;E attendance</div></li><li><div align=left>it is estimated that around 1,334,000 (or 80 per cent) accessed at least one hospital service (inpatient episodes of care, outpatients appointment or A&amp;E attendance)</div></li></ul></ul><p align=left>Comparing access to hospital services (inpatient episodes of care, outpatient appointments or A&amp;E attendances) between MH service users and non-MH service users:</p><ul><li><div align=left>Approximately 1.6 times as many Mental Health service users accessed hospital services at least once during April 2013 to March 2014 compared with the corresponding non-Mental Health service user population</div></li></ul>"
