"PHEC_result_ID","PHEC_result_tags_ID","result_tags_display_name","result_tags_id","result_tags_name","result_tags_revision_timestamp","result_tags_state","result_tags_vocabulary_id"
"277","388","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:59:55.552186","active",""
"278","389","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:59:36.176866","active",""
"279","390","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:59:17.389162","active",""
"280","391","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:58:50.413354","active",""
"281","392","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:58:32.162369","active",""
"282","393","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:58:13.856869","active",""
"283","394","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:57:46.177698","active",""
"284","395","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:57:27.269976","active",""
"285","396","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:57:08.346262","active",""
"286","397","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:56:41.373739","active",""
"287","398","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:56:23.612165","active",""
"288","399","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:56:05.777714","active",""
"289","400","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:55:39.369205","active",""
"290","401","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:55:20.391409","active",""
"291","402","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:54:57.357288","active",""
"292","403","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:54:35.080734","active",""
"293","404","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:54:15.831736","active",""
"294","405","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:53:54.480021","active",""
"295","406","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:53:33.225184","active",""
"296","407","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:53:15.088012","active",""
"297","408","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:52:53.622593","active",""
"298","409","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:52:33.297045","active",""
"299","410","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:52:12.940703","active",""
"300","411","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:51:56.583624","active",""
"301","412","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2016-01-27T14:51:36.681747","active",""
"302","413","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:57:28.296464","active",""
"303","414","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:57:11.425636","active",""
"304","415","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:56:53.314605","active",""
"305","416","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:56:39.060976","active",""
"306","417","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:56:22.553642","active",""
"307","418","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:56:05.664506","active",""
"308","419","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:55:47.386220","active",""
"309","420","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:55:33.220572","active",""
"310","421","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:55:15.418962","active",""
"311","422","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:54:57.311004","active",""
"312","423","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:54:43.434293","active",""
"313","424","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:54:26.015218","active",""
"314","425","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:54:12.442408","active",""
"315","426","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:53:56.007344","active",""
"316","427","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:53:38.907695","active",""
"317","428","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:53:21.855461","active",""
"318","429","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:53:08.586549","active",""
"319","430","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:52:52.386968","active",""
"320","431","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:52:35.805087","active",""
"321","432","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:52:22.539480","active",""
"322","433","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:52:06.120173","active",""
"323","434","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:51:49.099932","active",""
"324","435","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:51:36.354768","active",""
"325","436","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:51:21.385096","active",""
"326","437","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:50:59.316499","active",""
"327","438","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:50:46.951512","active",""
"328","439","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:50:09.031970","active",""
"329","440","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-13T14:50:02.331095","active",""
"330","441","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2016-01-17T06:06:13.417740","active",""
"331","442","ODS","6d8c876f-af9f-47f1-b7f6-4fa06a34ea3c","ODS","2015-03-02T16:27:32.919786","active",""
"331","443","Organisation Data Service","58d7465a-12ce-4337-a6f9-d9203cf7d0c0","Organisation Data Service","2015-03-02T16:27:32.919786","active",""
"332","444","ODS","6d8c876f-af9f-47f1-b7f6-4fa06a34ea3c","ODS","2015-03-02T16:27:31.428565","active",""
"332","445","Organisation Data Service","58d7465a-12ce-4337-a6f9-d9203cf7d0c0","Organisation Data Service","2015-03-02T16:27:31.428565","active",""
"333","446","ODS","6d8c876f-af9f-47f1-b7f6-4fa06a34ea3c","ODS","2015-12-19T18:47:40.196111","active",""
"333","447","Organisation Data Service","58d7465a-12ce-4337-a6f9-d9203cf7d0c0","Organisation Data Service","2015-12-19T18:47:40.196111","active",""
"334","448","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-12-19T06:11:01.185263","active",""
"335","449","ODS","6d8c876f-af9f-47f1-b7f6-4fa06a34ea3c","ODS","2015-11-27T18:33:04.138534","active",""
"335","450","Organisation Data Service","58d7465a-12ce-4337-a6f9-d9203cf7d0c0","Organisation Data Service","2015-11-27T18:33:04.138534","active",""
"336","451","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-11-21T06:18:27.124995","active",""
"337","452","ODS","6d8c876f-af9f-47f1-b7f6-4fa06a34ea3c","ODS","2015-10-31T18:32:03.271282","active",""
"337","453","Organisation Data Service","58d7465a-12ce-4337-a6f9-d9203cf7d0c0","Organisation Data Service","2015-10-31T18:32:03.271282","active",""
"338","454","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:16:36.549697","active",""
"339","455","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:16:13.512440","active",""
"340","456","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:15:54.827043","active",""
"341","457","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:15:34.781833","active",""
"342","458","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:15:04.860354","active",""
"343","459","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:14:32.130396","active",""
"344","460","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:14:02.982681","active",""
"345","461","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:13:27.577665","active",""
"346","462","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:13:07.370594","active",""
"347","463","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:12:45.806697","active",""
"348","464","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:11:56.957009","active",""
"349","465","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:11:54.301578","active",""
"350","466","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:11:38.330998","active",""
"351","467","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:11:18.254733","active",""
"352","468","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:10:36.198069","active",""
"353","469","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:10:14.491351","active",""
"354","470","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:09:10.186359","active",""
"355","471","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:08:42.545043","active",""
"356","472","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:07:38.713365","active",""
"357","473","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:07:35.719839","active",""
"358","474","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:07:11.217229","active",""
"359","475","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:06:41.440436","active",""
"360","476","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:06:27.920531","active",""
"361","477","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:05:49.040755","active",""
"362","478","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:05:06.073724","active",""
"363","479","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:04:24.615387","active",""
"364","480","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:03:56.491142","active",""
"365","481","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:03:30.845874","active",""
"366","482","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:03:00.397363","active",""
"367","483","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:02:26.890134","active",""
"368","484","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:01:59.384337","active",""
"369","485","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:01:00.477801","active",""
"370","486","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:00:25.800556","active",""
"371","487","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T14:00:00.075819","active",""
"372","488","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:59:26.931417","active",""
"373","489","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:59:03.339216","active",""
"374","490","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:59:00.786061","active",""
"375","491","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:57:15.421812","active",""
"376","492","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:56:48.627201","active",""
"377","493","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:56:15.959550","active",""
"378","494","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:55:38.871199","active",""
"379","495","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:55:08.339979","active",""
"380","496","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:54:41.842833","active",""
"381","497","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:54:19.837064","active",""
"382","498","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:53:15.192042","active",""
"383","499","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:53:09.569063","active",""
"384","500","Mental Health","4f6861fd-3e61-42c2-93b7-f95a7a35552d","Mental Health","2015-10-21T13:51:19.137128","active",""
"385","501","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-17T06:07:14.594402","active",""
"386","502","Statistics","90c2b729-c710-4ca2-bc6c-c74482bd75fe","Statistics","2015-10-15T17:33:10.960059","active",""
"386","503","audiology","aebfde0f-c1ab-46fe-859b-0e947a0147ad","audiology","2015-10-15T17:33:10.960059","active",""
"387","504","ASCOF","e6dba604-6460-4246-aeee-8c01df7386ec","ASCOF","2015-01-08T10:54:27.318060","active",""
"387","505","Adult Social Care Outcomes Framework","19165fff-7f01-436b-b2fe-68e1b9b991d1","Adult Social Care Outcomes Framework","2015-01-08T10:54:27.318060","active",""
"388","506","ASCOF","e6dba604-6460-4246-aeee-8c01df7386ec","ASCOF","2015-01-08T10:54:41.679707","active",""
"388","507","Adult Social Care Outcomes Framework","19165fff-7f01-436b-b2fe-68e1b9b991d1","Adult Social Care Outcomes Framework","2015-01-08T10:54:41.679707","active",""
"389","508","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:48:03.490372","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"389","509","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:52:20.767687","active",""
"389","510","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:52:20.767687","active",""
"390","511","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:46:48.693285","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"390","512","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-10-15T12:46:48.693285","active",""
"390","513","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-10-15T12:46:48.693285","active",""
"391","514","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:45:34.878779","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"391","515","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:51:15.128247","active",""
"391","516","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:51:15.128247","active",""
"392","517","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:44:34.322527","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"392","518","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:50:21.275491","active",""
"392","519","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:50:21.275491","active",""
"393","520","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:43:28.861036","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"393","521","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:49:33.503272","active",""
"393","522","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:49:33.503272","active",""
"394","523","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:42:46.912808","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"394","524","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:48:59.840128","active",""
"394","525","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:48:59.840128","active",""
"395","526","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:42:00.986840","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"395","527","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:48:30.397109","active",""
"395","528","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:48:30.397109","active",""
"396","529","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:41:32.716956","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"396","530","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:48:09.027604","active",""
"396","531","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:48:09.027604","active",""
"397","532","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:40:59.940650","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"397","533","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:47:47.823878","active",""
"397","534","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:47:47.823878","active",""
"398","535","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:40:36.104307","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"398","536","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:47:33.755111","active",""
"398","537","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:47:33.755111","active",""
"399","538","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:40:14.270941","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"399","539","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:47:21.507295","active",""
"399","540","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:47:21.507295","active",""
"400","541","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:39:45.043747","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"400","542","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:47:04.357984","active",""
"400","543","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:47:04.357984","active",""
"401","544","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:39:15.868180","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"401","545","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:46:48.329752","active",""
"401","546","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:46:48.329752","active",""
"402","547","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:38:37.588823","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"402","548","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:46:28.703407","active",""
"402","549","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:46:28.703407","active",""
"403","550","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:38:26.000240","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"403","551","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:46:22.668366","active",""
"403","552","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:46:22.668366","active",""
"404","553","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:38:03.927538","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"404","554","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:46:11.393046","active",""
"404","555","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:46:11.393046","active",""
"405","556","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:37:55.707748","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"405","557","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:46:07.089902","active",""
"405","558","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:46:07.089902","active",""
"406","559","Monthly","f44070c3-fd77-4d8d-84b1-734d6ade1428","Monthly","2015-10-15T12:37:54.353058","active","c3256a1a-839f-4dcc-8137-d17003e53c7c"
"406","560","NHSOF","ed56f97b-8fa7-4599-ae61-27d6c2c6a0f5","NHSOF","2015-03-02T15:46:05.624770","active",""
"406","561","gp survey","c155d92c-308e-416c-82ee-0caf09393be0","gp survey","2015-03-02T15:46:05.624770","active",""
"407","562","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:22:11.081268","active",""
"408","563","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:22:03.751761","active",""
"409","564","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:56.447158","active",""
"410","565","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:48.937864","active",""
"411","566","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:41.694343","active",""
"412","567","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:34.215915","active",""
"413","568","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:26.954798","active",""
"414","569","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:19.679021","active",""
"415","570","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:12.338868","active",""
"416","571","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:21:05.064252","active",""
"417","572","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:57.545263","active",""
"418","573","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:49.044293","active",""
"419","574","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:41.518181","active",""
"420","575","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:34.203541","active",""
"421","576","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:26.703294","active",""
"422","577","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:19.066115","active",""
"423","578","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:11.501040","active",""
"424","579","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:20:03.670194","active",""
"425","580","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:19:56.091599","active",""
"426","581","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:19:48.338150","active",""
"427","582","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:19:40.475034","active",""
"428","583","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:19:32.838822","active",""
"429","584","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:19:25.288441","active",""
"430","585","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:19:17.729632","active",""
"431","586","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:19:06.694760","active",""
"432","587","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:18:55.470247","active",""
"433","588","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:18:46.890301","active",""
"434","589","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:18:39.177179","active",""
"435","590","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:18:28.108619","active",""
"436","591","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:18:17.040357","active",""
"437","592","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:18:05.931780","active",""
"438","593","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:17:54.800988","active",""
"439","594","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:17:43.536320","active",""
"440","595","prescibing","36b6ffe2-f5e5-4cb6-8f16-a7a3988487ef","prescibing","2015-10-15T06:17:36.085400","active",""
