"PHEC_result_ID","PHEC_keywords_ID","keywords"
"390","4","Varenicline"
"390","5","Champix"
"390","6","Zyban"
"390","7","NHS Stop Smoking Services"
"390","8","NRT"
"390","9","Statistics on NHS Stop Smoking Services"
"390","10","stop smoking statistics"
"390","11","Buprprion"
"390","12","quitters"
"390","13","successful quitters"
"390","14","CO monitoring"
"390","15","CO validation"
"390","16","carbon monoxide"
"390","17","stop smoking collection"
"390","18","smoking during pregnancy"
"390","19","stop smoking expenditure"
"390","20","stop smoking treatments"
"390","21","4 week follow-up"
"390","22","stop smoking"
"391","1","Referrals"
"391","2","Assessments"
"391","3","Packages of Care"
"391","4","Community Care"
"392","1","Referrals"
"392","2","Assessments"
"392","3","Packages of Care"
"393","1","Adult social care"
"393","2","Person centered services"
"394","1","Blind"
"394","2","Partially sighted"
"394","3","Sight impairment"
"394","4","Visual impairment"
"394","5","Physical disability"
"395","1","Drugs"
"395","2","Prescription"
"396","1","Blind"
"396","2","Partially sighted"
"396","3","Sight impairment"
"396","4","Visual impairment"
"396","5","Physical disability"
"397","1","Drugs"
"397","2","Prescription"
"398","1","Adult social care"
"398","2","Community equipment"
"398","3","Minor adaptation"
"399","1","Drugs"
"399","2","Prescription"
"400","1","Workforce earnings"
"400","2","NHS staff"
"401","1","Community pharmacies"
"401","2","community pharmacy contractors"
"401","3","community pharmacy dispensing activity"
"401","4","community pharmacy openings and closures"
"401","5","Essential Small Pharmacies Local Pharmaceutical services schemes"
"401","6","ESPLPS"
"401","7","Local Pharmaceutical Schemes"
"401","8","LPS"
"401","9","local enhanced services"
"401","10","medicine use review"
"401","11","MUR"
"401","12","community pharmacy applications"
"401","13","Exempt category pharmacies"
"401","14","Appliance contractors"
"401","15","collection and disposal of unwanted medicines"
"402","1","Community pharmacies"
"402","2","community pharmacy contractors"
"402","3","community pharmacy dispensing activity"
"402","4","community pharmacy openings and closures"
"402","5","Essential Small Pharmacies Local Pharmaceutical services schemes"
"402","6","ESPLPS"
"402","7","Local Pharmaceutical Schemes"
"402","8","LPS"
"402","9","local enhanced services"
"402","10","medicine use review"
"402","11","MUR"
"402","12","community pharmacy applications"
"402","13","Exempt category pharmacies"
"402","14","Appliance contractors"
"402","15","collection and disposal of unwanted medicines"
"403","1","Workforce earnings"
"403","2","NHS staff"
"404","1","Workforce earnings"
"404","2","NHS staff"
"405","1","Obesity"
"405","2","National Child Measurement Programme"
"405","3","Body mass index"
"405","4","Weight"
"405","5","child health"
"405","6","BMI"
"405","7","Overweight"
"405","8","NCMP"
"405","9","Underweight"
"405","10","Healthy weight"
"405","11","Obese"
"406","1","Workforce earnings"
"406","2","NHS staff"
"407","1","Workforce earnings"
"407","2","NHS staff"
"408","1","Obesity"
"408","2","National Child Measurement Programme"
"408","3","Body mass index"
"408","4","Weight"
"408","5","child health"
"408","6","BMI"
"408","7","Overweight"
"408","8","NCMP"
"408","9","Underweight"
"408","10","Healthy weight"
"408","11","Obese"
"409","1","Child social care"
"409","2","Indicator"
"410","1","GP staff"
"410","2","GP  salary"
"411","1","Child social care"
"411","2","Indicator"
"412","1","GP staff"
"412","2","GP  salary"
"413","1","prescribing"
"413","2","PCT"
"413","3","Items"
"413","4","Actual Cost"
"413","5","Net Ingredient Cost"
"414","1","prescribing"
"414","2","PCT"
"414","3","Items"
"414","4","Actual Cost"
"414","5","Net Ingredient Cost"
"415","1","prescribing"
"415","2","PCT"
"415","3","Items"
"415","4","Actual Cost"
"415","5","Net Ingredient Cost"
"416","1","prescribing"
"416","2","PCT"
"416","3","Items"
"416","4","Actual Cost"
"416","5","Net Ingredient Cost"
"417","1","prescribing"
"417","2","PCT"
"417","3","Items"
"417","4","Actual Cost"
"417","5","Net Ingredient Cost"
"418","1","prescribing"
"418","2","PCT"
"418","3","Items"
"418","4","Actual Cost"
"418","5","Net Ingredient Cost"
"419","1","prescribing"
"419","2","PCT"
"419","3","Items"
"419","4","Actual Cost"
"419","5","Net Ingredient Cost"
"420","1","GP salary"
"420","2","GP staff"
"421","1","prescribing"
"421","2","PCT"
"421","3","Items"
"421","4","Actual Cost"
"421","5","Net Ingredient Cost"
"422","1","GP salary"
"422","2","GP staff"
"423","1","prescribing"
"423","2","PCT"
"423","3","Items"
"423","4","Actual Cost"
"423","5","Net Ingredient Cost"
"424","1","GP salary"
"424","2","GP staff"
"425","1","GP salary"
"425","2","GP staff"
"426","1","Adult social care"
"427","1","GP staff"
"427","2","Consultation"
"428","1","PSSEX1"
"428","2","PSS"
"428","3","Social services"
"428","4","Personal social services"
"428","5","expenditure"
"428","6","Direct payment"
"428","7","PSSEX"
"428","8","Social care expenditure"
"429","1","QOF"
"429","2","GPs"
"429","3","QMAS"
"429","4","Quality management"
"430","1","Workforce management"
"430","2","NHS staff"
"430","3","Employee turnover"
"431","1","Dentists"
"431","2","Recruitment"
"431","3","NHS staff"
"431","4","Consultants"
"431","5","Doctors"
"431","6","Turnover"
"432","1","Workforce management"
"432","2","NHS staff"
"432","3","Employee turnover"
"433","1","Dentists"
"433","2","Recruitment"
"433","3","NHS staff"
"433","4","Consultants"
"433","5","Doctors"
"433","6","Turnover rate"
"434","1","PROMs"
"434","2","Elective surgery"
"434","3","Hip replacement"
"434","4","Knee replacement"
"434","5","groin hernia surgery"
"434","6","Varicose vein surgery"
"435","1","Dentists"
"435","2","Recruitment"
"435","3","NHS staff"
"435","4","Consultants"
"435","5","Doctors"
"435","6","Turnover rate"
"436","1","PROMs"
"436","2","Hospital Episode Statistics"
"436","3","Elective surgery"
"436","4","Hip replacement"
"436","5","Knee replacement"
"436","6","groin hernia surgery"
"436","7","HES"
"436","8","Varicose vien surgery"
"436","9","Patient care"
"437","1","Workforce management"
"437","2","NHS staff"
"437","3","Employee turnover"
"438","1","Hospital Episode Statistics"
"438","2","Critical Care Minimum Dataset"
"438","3","Intensive care unit"
"438","4","Critical care"
"438","5","High dependency units"
"438","6","HES"
"438","7","CCMDS"
"438","8","ICU"
"438","9","HDU"
"439","1","Hospital Episode Statistics"
"439","2","Critical Care Minimum Dataset"
"439","3","Intensive care unit"
"439","4","Critical care"
"439","5","High dependency units"
"439","6","HES"
"439","7","CCMDS"
"439","8","ICU"
"439","9","HDU"
"440","1","Recruitment"
"440","2","NHS staff"
"440","3","GPs"
"440","4","Consultants"
"440","5","Doctors"
"440","6","nurses"
"441","1","Recruitment"
"441","2","NHS staff"
"441","3","GPs"
"441","4","nurses"
"442","1","Nutrition"
"442","2","Obesity"
"442","3","Smoking"
"442","4","Healthy eating"
"442","5","Body mass index"
"442","6","Alcohol"
"442","7","Drinking"
"442","8","child health"
"442","9","adult health"
"442","10","BMI"
"442","11","5 a day"
"442","12","Diet"
"442","13","Healthy behaviour"
"442","14","Fruit and vegetables"
"443","1","PSSEX1"
"443","2","PSS"
"443","3","Social services"
"443","4","Personal social services"
"443","5","expenditure"
"443","6","Direct payment"
"443","7","PSSEX"
"443","8","Social care expenditure"
"444","1","Nutrition"
"444","2","Hospital cleanliness"
"444","3","Hospital food"
"444","4","Hospital environment"
"444","5","Hospital assessment"
"444","6","Infection control"
"444","7","Hospital Privacy and Dignity"
"444","8","Patient Environment Action Teams"
"445","1","Nutrition"
"445","2","Obesity"
"445","3","Smoking"
"445","4","Healthy eating"
"445","5","Body mass index"
"445","6","Alcohol"
"445","7","Drinking"
"445","8","child health"
"445","9","adult health"
"445","10","BMI"
"445","11","5 a day"
"445","12","Diet"
"445","13","Healthy behaviour"
"445","14","Fruit and vegetables"
"445","15","consumption"
"446","1","prescribing"
"446","2","PCT"
"446","3","Items"
"446","4","Actual Cost"
"446","5","Net Ingredient Cost"
"447","1","Admitted patients"
"447","2","Hospital Episode Statistics"
"447","3","Admitted Patient Care"
"447","4","Day cases"
"447","5","Inpatients"
"447","6","Length of stay"
"447","7","Operations"
"447","8","Hospital episodes"
"448","1","Accident and emergency services"
"448","2","A&E"
"448","3","Admitted patients"
"448","4","Hospital Episode Statistics"
"448","5","discharged"
"448","6","A&E attendances"
"448","7","admitted"
"448","8","referred"
"449","1","Hospital Episode Statistics"
"449","2","Did not attend"
"449","3","Outpatient attendance"
"449","4","Appointment cancellation"
"449","5","Appointments"
"449","6","consultant specialty"
"449","7","main specialty"
"450","1","Admitted patients"
"450","2","Hospital Episode Statistics"
"450","3","Admitted Patient Care"
"450","4","Day cases"
"450","5","Inpatients"
"450","6","Length of stay"
"450","7","Operations"
"450","8","Hospital episodes"
"451","1","Hospital Episode Statistics"
"451","2","Did not attend"
"451","3","Outpatient attendance"
"451","4","Appointment cancellation"
"451","5","Appointments"
"451","6","consultant specialty"
"451","7","main specialty"
"452","1","Hospital Episode Statistics"
"452","2","Did not attend"
"452","3","Outpatient attendance"
"452","4","Appointment cancellation"
"452","5","Appointments"
"452","6","consultant specialty"
"452","7","main specialty"
"453","1","Accident and emergency services"
"453","2","A&E"
"453","3","Admitted patients"
"453","4","Hospital Episode Statistics"
"453","5","attendance"
"453","6","discharged"
"453","7","referred"
"454","1","Hospital Episode Statistics"
"454","2","Did not attend"
"454","3","Outpatient attendance"
"454","4","Appointments"
"454","5","consultant specialty"
"454","6","main specialty"
"455","1","Hospital Episode Statistics"
"455","2","Did not attend"
"455","3","Outpatient attendance"
"455","4","Appointment cancellation"
"455","5","Appointments"
"455","6","consultant specialty"
"455","7","main specialty"
"456","1","Admitted patients"
"456","2","Hospital Episode Statistics"
"456","3","Admitted Patient Care"
"456","4","Day cases"
"456","5","Inpatients"
"456","6","Length of stay"
"456","7","Operations"
"456","8","Hospital episodes"
"457","1","Accident and emergency services"
"457","2","A&E"
"457","3","Admitted patients"
"457","4","Hospital Episode Statistics"
"457","5","discharged"
"457","6","A&E attendances"
"457","7","admitted"
"457","8","referred"
"458","1","Hospital Episode Statistics"
"458","2","Did not attend"
"458","3","Outpatient attendance"
"458","4","Appointment cancellation"
"458","5","Appointments"
"458","6","consultant specialty"
"458","7","main specialty"
"459","1","Accident and emergency services"
"459","2","A&E"
"459","3","Admitted patients"
"459","4","Hospital Episode Statistics"
"459","5","discharged"
"459","6","A&E attendances"
"459","7","admitted"
"459","8","referred"
"460","1","Admitted patients"
"460","2","Hospital Episode Statistics"
"460","3","Admitted Patient Care"
"460","4","Day cases"
"460","5","Inpatients"
"460","6","Length of stay"
"460","7","Operations"
"460","8","Hospital episodes"
"461","1","Admitted patients"
"461","2","Hospital Episode Statistics"
"461","3","Admitted Patient Care"
"461","4","Day cases"
"461","5","Inpatients"
"461","6","Length of stay"
"461","7","Operations"
"461","8","Hospital episodes"
"462","1","Type 1 diabetes"
"462","2","Type 2 diabetes"
"462","3","National service framework for diabetes"
"462","4","Diabetes"
"463","1","Colorectal cancer"
"463","2","bowel cancer"
"464","1","Type 1 diabetes"
"464","2","Type 2 diabetes"
"464","3","National service framework for diabetes"
"464","4","Diabetes"
"465","1","Type 1 diabetes"
"465","2","Type 2 diabetes"
"465","3","National service framework for diabetes"
"465","4","Diabetes"
"466","1","Type 1 diabetes"
"466","2","Type 2 diabetes"
"466","3","National service framework for diabetes"
"466","4","Diabetes"
"467","1","Colorectal cancer"
"467","2","bowel cancer"
"468","1","Colorectal cancer"
"468","2","bowel cancer"
"469","1","Type 1 diabetes"
"469","2","Type 2 diabetes"
"469","3","National service framework for diabetes"
"469","4","Diabetes"
"470","1","Colorectal cancer"
"470","2","bowel cancer"
"471","1","Type 1 diabetes"
"471","2","Type 2 diabetes"
"471","3","National service framework for diabetes"
"471","4","Diabetes"
"472","1","Type 1 diabetes"
"472","2","Type 2 diabetes"
"472","3","National service framework for diabetes"
"472","4","Diabetes"
"473","1","Colorectal cancer"
"473","2","bowel cancer"
"474","1","Colorectal cancer"
"474","2","bowel cancer"
"475","1","CHD"
"475","2","Endocarditis"
"475","3","Haemopericardium"
"475","4","Pericarditis"
"475","5","Myocarditis"
"475","6","Cardiomyopathy"
"475","7","Cardiac arrest"
"475","8","Heart failure"
"475","9","Cardiac surgery"
"475","10","Coronary heart disease"
"476","1","Endocarditis"
"476","2","Haemopericardium"
"476","3","Pericarditis"
"476","4","Myocarditis"
"476","5","Cardiomyopathy"
"476","6","Cardiac arrest"
"476","7","Heart failure"
"476","8","Cardiac surgery"
"476","9","Ischaemic heart disease"
"476","10","Myocardial ischaemia"
"476","11","Coronary heart disease"
"476","12","Congenital heart disease"
"476","13","Sudden arrhythmic death"
"477","1","Endocarditis"
"477","2","Haemopericardium"
"477","3","Pericarditis"
"477","4","Myocarditis"
"477","5","Cardiomyopathy"
"477","6","Cardiac arrest"
"477","7","Heart failure"
"477","8","Cardiac surgery"
"477","9","Ischaemic heart disease"
"477","10","Myocardial ischaemia"
"477","11","Coronary heart disease"
"477","12","Congenital heart disease"
"477","13","Sudden arrhythmic death"
"478","1","Endocarditis"
"478","2","Haemopericardium"
"478","3","Pericarditis"
"478","4","Myocarditis"
"478","5","Cardiomyopathy"
"478","6","Cardiac arrest"
"478","7","Heart failure"
"478","8","Cardiac surgery"
"478","9","Ischaemic heart disease"
"478","10","Myocardial ischaemia"
"478","11","Coronary heart disease"
"478","12","Congenital heart disease"
"478","13","Sudden arrhythmic death"
"479","1","Chemotherapy"
"479","2","Radiotherapy"
"479","3","Ear cancer"
"479","4","Cancer of the head and neck"
"479","5","Oropharynx"
"479","6","Hypopharynx"
"479","7","Laryngectomy"
"479","8","Surgical voice restoration"
"479","9","DAHNO"
"479","10","chemoradiotherapy"
"479","11","Larynx"
"479","12","oral cavity"
"479","13","salivary glands"
"479","14","pharyngectomy"
"480","1","Endocarditis"
"480","2","Haemopericardium"
"480","3","Pericarditis"
"480","4","Myocarditis"
"480","5","Cardiomyopathy"
"480","6","Cardiac arrest"
"480","7","Heart failure"
"480","8","Cardiac surgery"
"480","9","CCAD"
"480","10","Ischaemic heart disease"
"480","11","Myocardial ischaemia"
"480","12","Coronary heart disease"
"480","13","Sudden arrhytmic death"
"480","14","Congenital heart disease"
"480","15","Coronary disease"
"481","1","Endocarditis"
"481","2","Haemopericardium"
"481","3","Pericarditis"
"481","4","Myocarditis"
"481","5","Cardiomyopathy"
"481","6","Cardiac arrest"
"481","7","Heart failure"
"481","8","Cardiac surgery"
"481","9","Ischaemic heart disease"
"481","10","Myocardial ischaemia"
"481","11","Coronary heart disease"
"481","12","Congenital heart disease"
"481","13","Sudden arrhythmic death"
"482","1","Chemotherapy"
"482","2","Radiotherapy"
"482","3","Ear cancer"
"482","4","Eye cancer"
"482","5","Cancer of the head and neck"
"482","6","Oropharynx"
"482","7","Hypopharynx"
"482","8","Laryngectomy"
"482","9","Surgical voice restoration"
"482","10","DAHNO"
"482","11","chemoradiotherapy"
"482","12","Larynx"
"482","13","oral cavity"
"482","14","salivary glands"
"482","15","pharyngectomy"
"483","1","Endocarditis"
"483","2","Haemopericardium"
"483","3","Pericarditis"
"483","4","Myocarditis"
"483","5","Cardiomyopathy"
"483","6","Cardiac arrest"
"483","7","Heart failure"
"483","8","Cardiac surgery"
"483","9","CCAD"
"483","10","Ischaemic heart disease"
"483","11","Myocardial ischaemia"
"483","12","Coronary heart disease"
"483","13","Congenital heart disease"
"483","14","Sudden arrhythmic death"
"483","15","Coronary disease"
"484","1","Endocarditis"
"484","2","Haemopericardium"
"484","3","Pericarditis"
"484","4","Myocarditis"
"484","5","Cardiomyopathy"
"484","6","Cardiac arrest"
"484","7","Heart failure"
"484","8","Cardiac surgery"
"484","9","Ischaemic heart disease"
"484","10","Myocardial ischaemia"
"484","11","Coronary heart disease"
"484","12","Congenital heart disease"
"484","13","Sudden arrhythmic death"
"485","1","Chemotherapy"
"485","2","Radiotherapy"
"485","3","Ear cancer"
"485","4","Eye cancer"
"485","5","Oropharynx"
"485","6","Hypopharynx"
"485","7","Laryngectomy"
"485","8","Surgical voice restoration"
"485","9","DAHNO"
"485","10","chemoradiotherapy"
"485","11","Head and neck cancer"
"485","12","Larynx"
"485","13","oral cavity"
"485","14","salivary glands"
"485","15","pharyngectomy"
"486","1","Endocarditis"
"486","2","Haemopericardium"
"486","3","Pericarditis"
"486","4","Myocarditis"
"486","5","Cardiomyopathy"
"486","6","Cardiac arrest"
"486","7","Heart failure"
"486","8","Cardiac surgery"
"486","9","CCAD"
"486","10","Ischaemic heart disease"
"486","11","Myocardial ischaemia"
"486","12","Coronary heart disease"
"486","13","Congenital heart disease"
"486","14","Sudden arrhythmic death"
"486","15","Coronary disease"
"487","1","CHD"
"487","2","heart disease"
"487","3","Endocarditis"
"487","4","Haemopericardium"
"487","5","Pericarditis"
"487","6","Myocarditis"
"487","7","Cardiomyopathy"
"487","8","Cardiac arrest"
"487","9","Heart failure"
"487","10","Cardiac surgery"
"487","11","congential heart disease"
"487","12","Sudden arrhythmic death"
"487","13","Coronary disease"
"488","1","Chemotherapy"
"488","2","Radiotherapy"
"488","3","Ear cancer"
"488","4","Eye cancer"
"488","5","Cancer of the head and neck"
"488","6","Oropharynx"
"488","7","Hypopharynx"
"488","8","Laryngectomy"
"488","9","Surgical voice restoration"
"488","10","DAHNO"
"488","11","chemoradiotherapy"
"488","12","Larynx"
"488","13","oral cavity"
"488","14","salivary glands"
"488","15","pharyngectomy"
"489","1","Angioplasty"
"489","2","Endocarditis"
"489","3","Haemopericardium"
"489","4","Pericarditis"
"489","5","Myocarditis"
"489","6","Cardiomyopathy"
"489","7","Cardiac arrest"
"489","8","Heart failure"
"489","9","Cardiac surgery"
"489","10","CCAD"
"489","11","Ischaemic heart disease"
"489","12","Myocardial ischaemia"
"489","13","Cardiac asthma"
"489","14","Coronary heart disease"
"489","15","Congenital heart disease"
"489","16","Sudden arrhythmic death"
"489","17","Coronary disease"
"490","1","CHD"
"490","2","Endocarditis"
"490","3","Haemopericardium"
"490","4","Pericarditis"
"490","5","Myocarditis"
"490","6","Cardiomyopathy"
"490","7","Cardiac arrest"
"490","8","Heart failure"
"490","9","Cardiac surgery"
"490","10","Coronary heart disease"
"491","1","Endocarditis"
"491","2","Haemopericardium"
"491","3","Pericarditis"
"491","4","Myocarditis"
"491","5","Cardiomyopathy"
"491","6","Cardiac arrest"
"491","7","Heart failure"
"491","8","Cardiac surgery"
"491","9","CCAD"
"491","10","Ischaemic heart disease"
"491","11","Myocardial ischaemia"
"491","12","Coronary heart disease"
"491","13","Congenital heart disease"
"491","14","Sudden arrhythmic death"
"491","15","Coronary disease"
"492","1","Chemotherapy"
"492","2","Radiotherapy"
"492","3","Ear cancer"
"492","4","Eye cancer"
"492","5","Cancer of the head and neck"
"492","6","Oropharynx"
"492","7","Hypopharynx"
"492","8","Laryngectomy"
"492","9","Surgical voice restoration"
"492","10","DAHNO"
"492","11","chemoradiotherapy"
"492","12","Larynx"
"492","13","oral cavity"
"492","14","salivary glands"
"492","15","pharyngectomy"
"493","1","Angioplasty"
"493","2","Endocarditis"
"493","3","Haemopericardium"
"493","4","Pericarditis"
"493","5","Myocarditis"
"493","6","Cardiomyopathy"
"493","7","Cardiac arrest"
"493","8","Heart failure"
"493","9","Cardiac surgery"
"493","10","CCAD"
"493","11","Ischaemic heart disease"
"493","12","Myocardial ischaemia"
"493","13","Cardiac asthma"
"493","14","Coronary heart disease"
"493","15","Congenital heart disease"
"493","16","Sudden arrhythmic death"
"493","17","Coronary disease"
"494","1","Endocarditis"
"494","2","Haemopericardium"
"494","3","Pericarditis"
"494","4","Myocarditis"
"494","5","Cardiomyopathy"
"494","6","Cardiac arrest"
"494","7","Heart failure"
"494","8","Cardiac surgery"
"494","9","CCAD"
"494","10","Ischaemic heart disease"
"494","11","Myocardial ischaemia"
"494","12","Coronary heart disease"
"494","13","Congenital heart disease"
"494","14","Sudden arrhythmic death"
"494","15","Coronary disease"
"495","1","Endocarditis"
"495","2","Haemopericardium"
"495","3","Pericarditis"
"495","4","Myocarditis"
"495","5","Cardiomyopathy"
"495","6","Cardiac arrest"
"495","7","Heart failure"
"495","8","Cardiac surgery"
"495","9","CCAD"
"495","10","Ischaemic heart disease"
"495","11","Myocardial ischaemia"
"495","12","Coronary heart disease"
"495","13","Congenital heart disease"
"495","14","Sudden arrhythmic death"
"495","15","Coronary disease"
"496","1","Chemotherapy"
"496","2","Radiotherapy"
"496","3","Ear cancer"
"496","4","Eye cancer"
"496","5","Cancer of the head and neck"
"496","6","Oropharynx"
"496","7","Hypopharynx"
"496","8","Laryngectomy"
"496","9","Surgical voice restoration"
"496","10","DAHNO"
"496","11","chemoradiotherapy"
"496","12","Larynx"
"496","13","oral cavity"
"496","14","salivary glands"
"496","15","pharyngectomy"
"497","1","Angioplasty"
"497","2","Endocarditis"
"497","3","Haemopericardium"
"497","4","Pericarditis"
"497","5","Myocarditis"
"497","6","Cardiomyopathy"
"497","7","Cardiac arrest"
"497","8","Heart failure"
"497","9","Cardiac surgery"
"497","10","CCAD"
"497","11","Ischaemic heart disease"
"497","12","Myocardial ischaemia"
"497","13","Coronary heart disease"
"497","14","Congenital heart disease"
"497","15","Sudden arrhythmic death"
"497","16","Coronary disease"
"498","1","Angioplasty"
"498","2","Endocarditis"
"498","3","Haemopericardium"
"498","4","Pericarditis"
"498","5","Myocarditis"
"498","6","Cardiomyopathy"
"498","7","Cardiac arrest"
"498","8","Heart failure"
"498","9","Cardiac surgery"
"498","10","CCAD"
"498","11","Ischaemic heart disease"
"498","12","Myocardial ischaemia"
"498","13","Cardiac asthma"
"498","14","Coronary heart disease"
"498","15","Congenital heart disease"
"498","16","Sudden arrhythmic death"
"498","17","Coronary disease"
"499","1","Endocarditis"
"499","2","Haemopericardium"
"499","3","Pericarditis"
"499","4","Myocarditis"
"499","5","Cardiomyopathy"
"499","6","Cardiac arrest"
"499","7","Heart failure"
"499","8","Cardiac surgery"
"499","9","CCAD"
"499","10","Ischaemic heart disease"
"499","11","Myocardial ischaemia"
"499","12","Coronary heart disease"
"499","13","Congenital heart disease"
"499","14","Sudden arrhythmic death"
"499","15","Coronary disease"
"500","1","Angioplasty"
"500","2","Endocarditis"
"500","3","Haemopericardium"
"500","4","Pericarditis"
"500","5","Myocarditis"
"500","6","Cardiomyopathy"
"500","7","Cardiac arrest"
"500","8","Heart failure"
"500","9","Cardiac surgery"
"500","10","CCAD"
"500","11","Ischaemic heart disease"
"500","12","Myocardial ischaemia"
"500","13","Cardiac asthma"
"500","14","Coronary heart disease"
"500","15","Congenital heart disease"
"500","16","Sudden arrhythmic death"
"500","17","Coronary disease"
"501","1","Cancer services"
"501","2","Bronchial cancer"
"501","3","Surgery"
"501","4","Cancer of the lungs"
"501","5","Lung neoplasm"
"501","6","Tumours"
"501","7","Cancer"
"501","8","Lung cancer"
"502","1","Endocarditis"
"502","2","Haemopericardium"
"502","3","Pericarditis"
"502","4","Myocarditis"
"502","5","Cardiomyopathy"
"502","6","Cardiac arrest"
"502","7","Heart failure"
"502","8","Cardiac surgery"
"502","9","CCAD"
"502","10","Ischaemic heart disease"
"502","11","Myocardial ischaemia"
"502","12","Coronary heart disease"
"502","13","Congenital heart disease"
"502","14","Sudden arrhythmic death"
"502","15","Coronary disease"
"503","1","Angioplasty"
"503","2","Endocarditis"
"503","3","Haemopericardium"
"503","4","Pericarditis"
"503","5","Myocarditis"
"503","6","Cardiomyopathy"
"503","7","Cardiac arrest"
"503","8","Heart failure"
"503","9","Cardiac surgery"
"503","10","CCAD"
"503","11","Ischaemic heart disease"
"503","12","Myocardial ischaemia"
"503","13","Cardiac asthma"
"503","14","Coronary heart disease"
"503","15","Congenital heart disease"
"503","16","Sudden arrhythmic death"
"503","17","Coronary disease"
"504","1","Endocarditis"
"504","2","Haemopericardium"
"504","3","Pericarditis"
"504","4","Myocarditis"
"504","5","Cardiomyopathy"
"504","6","Cardiac arrest"
"504","7","Heart failure"
"504","8","Cardiac surgery"
"504","9","CCAD"
"504","10","Ischaemic heart disease"
"504","11","Myocardial ischaemia"
"504","12","Coronary heart disease"
"504","13","Congenital heart disease"
"504","14","Sudden arrhythmic death"
"504","15","Coronary disease"
"505","1","Endocarditis"
"505","2","Haemopericardium"
"505","3","Pericarditis"
"505","4","Myocarditis"
"505","5","Cardiomyopathy"
"505","6","Cardiac arrest"
"505","7","Heart failure"
"505","8","Cardiac surgery"
"505","9","congential heart disease"
"505","10","Coronary heart disease"
"505","11","Sudden arrhythmic death"
"506","1","Cancer services"
"506","2","Bronchial cancer"
"506","3","Surgery"
"506","4","Cancer of the lungs"
"506","5","Lung neoplasm"
"506","6","Tumours"
"506","7","Cancer"
"506","8","Lung cancer"
"507","1","Kidney care"
"507","2","dialysis"
"507","3","Haemodialysis"
"507","4","Renal replacement therapy"
"507","5","Kidney transplant"
"507","6","Vascular access"
"507","7","fistule"
"507","8","neck line / kidney care"
"507","9","Patient transport"
"508","1","Cancer services"
"508","2","Bronchial cancer"
"508","3","Chemotherapy"
"508","4","Surgery"
"508","5","Cancer of the lungs"
"508","6","Lung neoplasm"
"508","7","Tumours"
"508","8","Cancer"
"508","9","Lung cancer"
"509","1","Kidney care"
"509","2","dialysis"
"509","3","Haemodialysis"
"509","4","Renal replacement therapy"
"509","5","Kidney transplant"
"509","6","Vascular access"
"509","7","fistule"
"509","8","neck line / kidney care"
"509","9","Patient transport"
"510","1","Nephrologists"
"510","2","Kidney care"
"510","3","dialysis"
"510","4","Haemodialysis"
"510","5","Renal replacement therapy"
"510","6","Kidney transplant"
"510","7","fistula"
"510","8","Vascular access"
"510","9","neck line / kidney care"
"510","10","Patient transport"
"511","1","Cancer services"
"511","2","Bronchial cancer"
"511","3","Surgery"
"511","4","Cancer of the lungs"
"511","5","Lung neoplasm"
"511","6","Tumours"
"511","7","Cancer"
"511","8","Lung cancer"
"512","1","Kidney care"
"512","2","dialysis"
"512","3","Haemodialysis"
"512","4","Renal replacement therapy"
"512","5","Kidney transplant"
"512","6","Vascular access"
"512","7","fistule"
"512","8","neck line / kidney care"
"512","9","Patient transport"
"513","1","Kidney care"
"513","2","dialysis"
"513","3","Haemodialysis"
"513","4","Renal replacement therapy"
"513","5","Kidney transplant"
"513","6","fistula"
"513","7","Vascular access"
"513","8","neck line / kidney care"
"513","9","Patient transport"
"514","1","Day cases"
"514","2","Inpatients"
"514","3","Length of stay"
"514","4","Diabetes"
"514","5","Hospital admissions"
"514","6","Hospital episodes"
"515","1","Cancer"
"515","2","Lung cancer"
"516","1","Cancer services"
"516","2","Bronchial cancer"
"516","3","Chemotherapy"
"516","4","Surgery"
"516","5","Cancer of the lungs"
"516","6","Lung neoplasm"
"516","7","Tumours"
"516","8","Cancer"
"516","9","Lung cancer"
"517","1","Chemotherapy"
"517","2","Breast cancer"
"517","3","masectomy"
"517","4","breast reconstruction"
"517","5","Cancer"
"517","6","breast cancer surgery"
"518","1","Chemotherapy"
"518","2","Breast cancer"
"518","3","masectomy"
"518","4","breast reconstruction"
"518","5","Cancer"
"518","6","breast cancer surgery"
"519","1","Chemotherapy"
"519","2","Breast cancer"
"519","3","masectomy"
"519","4","breast reconstruction"
"519","5","Cancer"
"519","6","breast cancer surgery"
"520","1","Chemotherapy"
"520","2","Breast cancer"
"520","3","masectomy"
"520","4","breast reconstruction"
"520","5","Cancer"
"520","6","breast cancer surgery"
"521","1","Sensory impairment"
"522","1","Chemotherapy"
"522","2","Radiotherapy"
"522","3","Surgical resection"
"522","4","Gastric cancer"
"522","5","endoscopic"
"522","6","curative surgery"
"522","7","NCASP"
"522","8","National Clinical Audit Support Programme"
"522","9","radiological palliative therapies"
"522","10","Oesophagal cancer"
"523","1","Depression"
"523","2","Anxiety"
"523","3","IAPT"
"523","4","PHQ 9"
"523","5","Patient Health Questionnaire"
"523","6","GAD 7"
"524","1","Chemotherapy"
"524","2","Radiotherapy"
"524","3","Surgical resection"
"524","4","Gastric cancer"
"524","5","endoscopic"
"524","6","curative surgery"
"524","7","NCASP"
"524","8","radiological palliative therapies"
"524","9","Oesophagal cancer"
